Gene	score
GPKOW	-0.381986487
GPM6B	-0.0512938299
GPR101	0.6632852741
GPR119	0.2609916862
GPR143	0.0184834648
GPR173	-0.4940393029
GPR174	0.3712242491
GPR34	0.0368911799
GPR50	-0.3783461165
GPR82	0.1030302309
GPRASP1	-0.2406116595
GPRASP2	0.2866749959
GRIA3	-0.1156124935
GRIPAP1	-0.290161348
GRPR	0.106667882
GSPT2	-0.0733400307
GUCY2F	1.5616178011
GYG2	0.1984903706
H2BFM	0.6119266903
H2BFWT	0.2389453174
HAUS7	-0.047654689
HCCS	0.3253135767
HCFC1	-1.4568985559
HDAC6	0.0698529742
HDAC8	-0.2735762528
HDHD1	-0.0953862162
HDX	-0.0256086474
HEPH	0.3821388992
HMGB3	-0.0310671881
HMGN5	0.8801306708
HNRNPH2	-0.141298762
HPRT1	-0.0090208044
HS6ST2	0.2389453174
HSD17B10	0.0130256087
HTATSF1	-0.0256086474
HTR2C	-0.2717554808
HUWE1	-3.3595607756
HYPM	0.8360340647
IDH3G	0.0607565283
IDS	0.3766789939
IGBP1	0.2609916862
IGSF1	-0.6154053561
IL13RA1	-0.4058538669
IL13RA2	0.1268952597
IL1RAPL1	-0.6042718101
IL1RAPL2	-0.3378940345
IL2RG	-0.2294837713
IL3RA	-0.0862886645
IL9R	0.8248929961
SERPINE1	-0.2681152227
SERPINE2	-0.4040327464
INGX	-0.0972061904
IQSEC2	-0.516085732
IRAK1	0.6871504764
IRS4	0.5364633607
ITGB1BP2	-0.0072013718
ITIH6	2.5687270783
ITM2A	0.0809838472
JADE3	-0.4701716901
KCND1	-0.179930907
KDM5C	-1.5082511604
KDM6A	-0.0660618817
KIAA1210	2.8352793929
KIAA2022	-0.7733696307
KIF4A	-0.7549584177
KLF8	0.1709879119
KLHL13	-0.2258429198
KLHL15	-0.3838075643
KLHL34	-0.0953862162
KLHL4	-0.3599402506
KRBOX4	0.435547893
L1CAM	-1.3043533582
LAMP2	0.106667882
LAS1L	-0.0935664077
LDOC1	0.1232582101
LHFPL1	0.237127192
LONRF3	-0.1578848607
LPAR4	0.2812202784
LRCH2	-0.0072013718
LUZP4	0.4832751312
MAGEA1	1.1042450728
MAGEA10	0.2609916862
MAGEA11	0.9719526563
MAGEA12	0.0607565283
MAGEA3	-0.0697007245
MAGEA4	1.0637787221
MAGEA6	0.8635289951
MAGEA8	0.439181676
MAGEB1	0.2389453174
MAGEB10	1.5029619635
MAGEB16	1.3706557138
MAGEB18	0.1728064496
MAGEB2	0.240763792
MAGEB3	1.0601471087
MAGEB4	-0.1597046563
MAGEB6	0.5769163442
MAGEC1	6.4211805338
MAGEC2	-0.1817507388
MAGEC2	0.86534717
MAGEC3	1.3576933604
MAGED1	-0.5363109395
MAGED2	-0.2258429198
MAGEE2	-0.2001574165
MAGEH1	-0.0310671881
MAGT1	0.1048489857
MAOA	-0.1394785526
MAOB	-0.6263184338
MAP7D2	0.0221221066
MAP7D3	0.9792251122
MBNL3	-0.2515300117
MBTPS2	-0.5601786932
MCF2	0.86534717
MCTS1	0.3234965579
MECP2	-0.8854247532
MED12	-0.9974819279
MED14	-0.3562998788
EMID1	0.8855767054
MID1	-0.7806462726
MID1IP1	0.1030302309
MID2	-0.2699351402
MMGT1	0.0791650515
MORC4	-0.3562998788
MORF4L2	-0.0531135452
MOSPD1	-0.0090208044
MOSPD2	-0.1615247089
MPP1	-0.1817507388
MSL3	-0.2258429198
MSN	-0.2294837713
CKLF-CMTM1	0.2812202784
CMTM1	-0.3140274219
MTM1	-0.516085732
MTMR1	-0.0935664077
MUM1L1	0.240763792
MXRA5	1.5710055955
NAA10	-0.0310671881
NAP1L2	-0.1174323893
NAP1L3	0.1287140423
NDP	0.2794028648
NDUFA1	0.2794028648
NDUFB11	-0.0531135452
NGFRAP1	-0.0090208044
NHS	-0.7256427508
NKAP	-0.2515300117
NKRF	-0.5381321944
NLGN3	-0.5363109395
NLGN4X	-0.8449669785
NONO	0.1030302309
ENOX1	-0.44448505
NOX1	0.4207716763
PKNOX1	-0.4701716901
NR0B1	-0.4940393029
SNRK	-0.6447236941
NSDHL	-0.2019769636
NUDT10	-0.0751598784
NUDT11	-0.0751598784
NUP62CL	0.8139859271
NXF3	-0.3599402506
NXF5	1.9292103928
NXT2	0.0130256087
OCRL	-0.2478890237
OFD1	-0.1762920806
EOGT	0.1746252366
OGT	-0.4058538669
OPHN1	0.5089576099
OPN1LW	0.8396643394
OR13H1	0.5494158133
OTC	0.0828027428
OTUD5	-0.1633450269
OTUD6A	0.237127192
P2RY10	-0.0072013718
P2RY4	1.4624855153
P2RY8	-0.2478890237
PABPC5	-0.0512938299
PAGE1	0.569646743
PAGE2	0.435547893
PAGE2B	0.3455434997
PAGE4	0.0571185339
PAGE5	0.5016893261
PAK3	-0.4058538669
PASD1	0.3803183435
PBDC1	-0.0531135452
PCDH11X	-0.2203842967
PCDH19	-0.8872426051
PCYT1B	-0.0512938299
PDHA1	0.1709879119
PDK3	0.1250766517
PDZD11	0.1012116093
PDZD4	-0.3801660072
PFKFB1	-0.5804039787
PGAM4	0.4153176609
PGK1	-0.4499465344
PGRMC1	0.1250766517
PHEX	-1.1334093185
PHF6	-0.0310671881
PHF8	-0.0256086474
PHKA1	-0.799052816
PHKA2	-0.5658655317
PIGA	0.237127192
PIH1D3	0.3014496805
PIM2	-0.1853912816
PIN4	0.5475995055
SPIN4	-0.0090208044
PIR	0.4832751312
PJA1	0.4428180845
PLAC1	-0.0751598784
PLCXD1	-0.0165119569
APLP1	-0.6833634347
PLP1	0.0130256087
RPLP1	-0.0531135452
APLP2	-0.7090454031
APLP2	-1.0177132956
PLP2	-0.0072013718
RPLP2	-0.1853912816
PLS3	-0.4040327464
PLXNA3	-2.4944874169
PLXNB3	-0.7057422647
PNCK	-0.4940393029
PNMA3	0.4171350401
PNMA5	-0.0256086474
PNPLA4	-0.4279001894
POF1B	0.9296724198
POLA1	-0.7954171627
PORCN	-0.516085732
POU3F4	0.1250766517
PPEF1	-0.1597046563
PPP2R3B	0.343511191
PQBP1	-0.0310671881
PRDX4	0.1030302309
PRICKLE3	-0.3581197867
PRKX	-0.4719929046
PRPS1	0.0350720539
PRPS2	-0.2735762528
PRR32	1.012423333
PRRG1	0.0809838472
PRRG3	0.6173737742
PSMD10	-0.0972061904
PTCHD1	-1.0011204781
RAB33A	0.1250766517
RAB39B	0.0130256087
RAB40A	0.6596517972
RAB40AL	0.4630461076
RAB41	-0.317668748
RAB9A	0.0350720539
RAB9B	-0.0751598784
ORAI2	-0.2938016524
RAI2	-0.4242585377
RAP2C	-0.0090208044
RBBP7	-0.141298762
RBM10	-0.6685906502
RBM3	-0.0972061904
RBM41	-0.2497093186
RBMX	0.3253135767
RBMX2	0.1709879119
RBMXL3	4.9323943345
RENBP	0.9958167667
REPS2	-0.1817507388
RGAG1	0.4960139287
RGAG4	0.439181676
RGN	0.0166641736
SRGN	0.7037467843
RHOXF1	-0.0292476112
RIBC1	-0.4058538669
RIPPLY1	0.1030302309
RLIM	-0.2497093186
RNF113A	0.5475995055
RNF128	0.062575634
CSRP2	-0.141298762
DRP2	-0.4647123953
ESRP2	-0.7310925275
FARP2	0.3746779957
HDGFRP2	-0.288341872
LRP2	3.3243779695
NLRP2	1.1996311393
NRP2	-1.0802315994
PARP2	-0.0678812493
PGLYRP2	1.4661207202
RASGRP2	-0.799052816
RP2	0.3491776316
SERP2	0.1012116093
SFRP2	-0.1394785526
XIRP2	1.4612621252
RPA4	-0.0072013718
RPGR	2.8021771036
MRPL10	-0.0953862162
RPL10	0.0350720539
MRPL39	0.2223557252
RPL39	0.1453048567
RPS4X	0.0571185339
RPS6KA3	0.3932709247
RPS6KA6	-0.0935664077
RRAGB	-0.141298762
CERS1	-0.6704118254
DHRS1	-0.492218069
FRRS1	-0.1101539164
IRS1	-1.2971178622
MCRS1	-0.4701716901
RRS1	0.9719526563
RS1	0.3032668997
S100G	0.1453048567
SAGE1	0.005534202
SASH3	-0.4481253452
PSAT1	-0.291981272
SAT1	-0.0310671881
SATL1	1.5745558416
SCML1	-0.0751598784
SCML2	-0.4940393029
SEPT6	-0.2515300117
SERPINA7	0.9940010917
SH2D1A	0.0571185339
SH3BGRL	0.0130256087
SH3KBP1	-0.4224386994
SHROOM2	1.532223403
SHROOM4	1.074712704
SLC10A3	-0.3378940345
SLC16A2	0.1048489857
SLC25A14	-0.141298762
SLC25A43	0.2812202784
SLC25A5	-0.0310671881
SLC25A53	0.2609916862
SLC25A6	-0.88906181
SLC35A2	-0.1615247089
SLC38A5	-0.3599402506
SLC6A14	-0.227663163
SLC6A8	-0.7365523141
SLC7A3	-0.468351206
SLC9A6	-0.1835708609
SLC9A7	-0.5583574367
SLITRK2	-0.7788253275
SLITRK4	-0.7806462726
SMARCA1	-0.3801660072
SMC1A	-0.4940393029
SMIM9	0.4116847386
SMPX	0.0130256087
SMS	-0.2956224973
SNX12	0.0350720539
SPANXC	1.5250135966
SPANXD	1.2163055308
SPANXN1	0.0809838472
SPANXN2	0.4135008965
SPANXN3	0.2150807215
SPANXN4	0.257356108
SPANXN5	-0.0310671881
SPIN3	-0.141298762
SPIN4	-0.0090208044
SPRY3	-0.2717554808
SRPK3	-0.3306153696
SRPX	0.2205364838
SRPX2	0.1746252366
SSR4	0.0130256087
SSX1	0.2848563357
SSX3	0.8819446838
SSX5	1.506587076
SSX7	0.7717051701
STAG2	-0.6263184338
STARD8	0.7421753
STS	-0.178111357
SUV39H1	-0.2074375289
SYAP1	-0.1633450269
NADSYN1	-0.2094757796
SYP	-0.141298762
SYTL4	0.2628100446
SYTL5	0.5566893526
TAB3	-0.6704118254
BTAF1	-1.7233360077
TAF1	-0.4206195083
TAF7L	0.3069026678
TAF9B	-0.2515300117
TAZ	0.0809838472
TBC1D25	0.0405295409
TBC1D8B	-1.1481921527
TBL1X	-0.8229196848
TBX22	-0.1817507388
TCEAL1	0.0791650515
TCEAL2	0.4373644605
TCEAL3	0.2132627603
TCEAL4	0.2353094074
TCEAL5	0.1912161639
TCEAL6	-0.0733400307
TCEAL7	0.1232582101
TCEAL8	0.1012116093
TCEANC	0.6816992456
TENM1	-1.6886985056
TENM3,TENM1	-3.4594321399
TEX11	-0.44448505
TEX13B	0.9480896771
TFDP3	0.7294267813
TFE3	0.505321956
TGIF2LX	0.1709879119
THOC2	-0.5804039787
TIMM17B	-0.1192524841
TIMM8A	0.0350720539
TIMP1	0.0589374977
TKTL1	-0.9092902751
TLR7	-0.4003923891
TLR8	-0.2442495952
TMEM164	-0.1192524841
TMEM187	0.0184834648
TMEM255A	-0.2056170114
TMEM257	0.435547893
TMEM27	-0.1853912816
TMEM31	0.4135008965
TMEM35	0.0130256087
TMEM47	-0.0090208044
TMLHE	-0.1394785526
TMSB15A	0.1232582101
TMSB4X	0.1673515518
TNMD	-0.0512938299
TRAPPC2	0.1232582101
TREX2	0.4832751312
TRMT2B	-0.2717554808
TRO	0.1837232061
TRPC5	-0.4665314438
TSC22D3	-0.2074375289
TSPAN6	-0.1174323893
TSPAN7	-0.0751598784
TSPYL2	-0.7126843264
TSR2	0.0130256087
TXLNG	0.4409995479
UBA1	-0.222203495
UBE2A	0.1453048567
UBE2NL	0.2591737101
UBL4A	-0.0531135452
UBQLN2	-0.3617612788
UPF3B	0.0166641736
UPRT	-0.0751598784
DUSP11	0.2150807215
USP11	-1.0433965686
DUSP26	-0.2938016524
USP26	0.4648645411
USP51	-0.3599402506
USP9X	-1.6185067645
UTP14A	0.3969065885
UXT	-0.0751598784
VAMP7	0.1489415675
VBP1	-0.0090208044
VCX	2.1497589929
VGLL1	-0.0733400307
VMA21	0.1691696155
VSIG1	-0.1817507388
VSIG4	0.3087212333
WAS	0.505321956
WBP5	0.0571185339
WDR13	-0.4940393029
WDR44	-0.1597046563
WDR45	-0.2735762528
WNK3	-1.3282170856
WWC3	0.7183037608
XAGE3	-0.0310671881
XAGE5	0.1691696155
XG	0.4153176609
XIAP	0.0166641736
PDXK	-0.3140274219
PXK	0.2664479418
TXK	-0.1578848607
XK	-0.0512938299
XKRX	0.3271310692
XPNPEP2	-0.3765268066
YIPF6	-0.0531135452
YY2	-0.315847836
ZBED1	-2.190107324
ZBTB33	0.2389453174
ZC3H12B	-0.4719929046
ZC4H2	-0.0292476112
ZCCHC12	-0.2938016524
ZCCHC13	0.7698899692
ZCCHC16	0.0846217467
ZCCHC5	0.4869110486
ZDHHC15	-0.0512938299
ZDHHC9	-0.1192524841
ZFX	-0.2258429198
ZIC3	0.6137414683
ZMAT1	0.2187175749
ZMYM3	-1.1756875639
ZNF157	0.1966713907
ZNF182	0.062575634
ZNF185	0.1103061324
ZNF280C	-0.492218069
ZNF41	0.7330635659
ZNF449	-0.6483651047
ZNF630	1.1978885035
ZNF645	1.1519733402
ZNF674	1.0399135468
ZNF711	-0.227663163
ZNF75D	-0.0935664077
ZNF81	1.5727406362
ZRSR2	0.014844891
