Gene	score
FAM223A	0.11883
FAM3A	0.24143
FAM46D	0.29221
FAM47A	0.02900
FAM47B	0.03716
FAM47C	0.03714
FAM50A	0.09076
FAM58A	0.15774
FAM9A	0.06388
FAM9B	0.04436
FAM9C	0.00768
FANCB	0.10977
FATE1	0.08440
FGD1	0.32307
FGF13	0.89726
FGF16	0.91430
FHL1	0.45850
FIGF	0.12987
FLNA	0.74137
FMR1	0.57959
FMR1NB	0.06690
FOXO4	0.83176
FOXP3	0.38658
FRMD7	0.15350
FRMPD3	0.15593
FRMPD4	0.24477
FTHL17	0.05515
FTSJ1	0.06441
FUNDC1	0.18670
FUNDC2	0.03109
G6PD	0.37858
GAB3	0.23691
GABRA3	0.04073
GABRE	0.41565
GABRQ	0.12937
GATA1	0.33731
GDI1	0.27741
GDPD2	0.22680
GEMIN8	0.09583
GJB1	0.82351
ADPGK	0.35271
AGK	0.18005
NAGK	0.08338
PIGK	0.12589
POGK	0.18371
DAGLA	0.39271
FIGLA	0.16674
GLA	0.09385
PLGLA	0.04989
GLOD5	0.19902
GLRA2	0.66711
GLRA4	0.48437
GLUD2	0.12079
GNL3L	0.12299
GPC3	0.78059
GPC4	0.87492
GPKOW	0.07384
GPM6B	0.92659
GPR101	0.27350
GPR119	0.47443
GPR143	0.10363
GPR173	0.18443
GPR174	0.13960
GPR34	0.32139
GPR50	0.08612
GPR82	0.31322
GPRASP1	0.23815
GPRASP2	0.05886
GRIA3	0.40491
GRIPAP1	0.17879
GRPR	0.44732
GSPT2	0.46371
GTPBP6	0.12869
GUCY2F	0.18122
GYG2	0.50173
H2AFB1	0.10800
H2AFB2	0.13216
H2AFB3	0.14605
HAUS7	0.08206
HCCS	0.11391
HCFC1	0.35843
HDAC6	0.14620
HDAC8	0.18055
HDHD1	0.07182
HDX	0.39060
HEPH	0.22053
HMGB3	0.93520
HMGN5	0.45306
HNRNPH2	0.91289
HPRT1	0.65494
HS6ST2	0.44508
HSD17B10	0.40037
HTATSF1	0.48424
HTR2C	0.36129
HUWE1	0.84682
HYPM	0.02815
IDH3G	0.08412
IDS	0.21576
IGBP1	0.13553
IGSF1	0.60334
IKBKG	0.36770
IL13RA1	0.46698
IL13RA2	0.05269
IL1RAPL1	0.78830
IL1RAPL2	0.30056
IL2RG	0.14057
IL3RA	0.12674
IL9R	0.11807
SERPINE1	0.42306
SERPINE2	0.26997
INGX	0.87762
INGX	0.16591
IQSEC2	0.71095
IRAK1	0.17579
IRS4	0.05500
ITGB1BP2	0.15789
ITIH6	0.07794
ITM2A	0.27062
JADE3	0.41911
KCND1	0.47089
KDM5C	0.23488
KDM6A	0.98270
KIAA2022	0.50276
KLF8	0.12318
KLHL13	0.26598
KLHL15	0.60220
KLHL34	0.58710
KLHL4	0.40880
KRBOX4	0.10810
L1CAM	0.36722
LAGE3	0.10037
LAMP2	0.49930
LANCL3	0.06197
LAS1L	0.10697
LDOC1	0.14859
LHFPL1	0.41862
LINC00269	0.43899
LONRF3	0.51561
LPAR4	0.75157
LRCH2	0.16063
LUZP4	0.01634
MAGEA1	0.17288
MAGEA10	0.05870
MAGEA11	0.18032
MAGEA12	0.03847
MAGEA2	0.28874
MAGEA3	0.03475
MAGEA4	0.08384
MAGEA5	0.06597
MAGEA6	0.03847
MAGEA8	0.06491
MAGEA9	0.06993
MAGEB1	0.04619
MAGEB10	0.04559
MAGEB18	0.04525
MAGEB2	0.10499
MAGEB3	0.03566
MAGEB4	0.02758
MAGEB5	0.02039
MAGEB6	0.06211
MAGEC1	0.03644
MAGEC2	0.03033
MAGEC2	0.15502
MAGEC3	0.05794
MAGED1	0.32948
MAGED2	0.51282
MAGEE2	0.08950
MAGEH1	0.22272
MAGIX	0.03257
MAGT1	0.11770
MAMLD1	0.71086
MAOA	0.08627
MAOB	0.50272
MAP3K15	0.11038
MAP7D2	0.27137
MAP7D3	0.05241
MBNL3	0.17066
MBTPS2	0.24032
MCF2	0.19088
MCTS1	0.58881
MECP2	0.43937
MED12	0.46180
MED14	0.68346
EMID1	0.28625
MID1	0.17732
MID1IP1	0.35938
MID2	0.58459
MMGT1	0.45286
MORC4	0.15522
MORF4L2	0.48688
MOSPD1	0.17029
MOSPD2	0.25737
MPP1	0.88624
MSL3	0.24055
MSN	0.86283
CMTM1	0.02656
MTM1	0.31653
MTMR1	0.40027
MUM1L1	0.08614
MXRA5	0.22610
NAA10	0.57545
NAP1L2	0.56678
NAP1L3	0.31812
NAP1L6	0.06144
NDP	0.41414
NDUFA1	0.00084
NDUFB11	0.10488
NGFRAP1	0.16160
NHS	0.17736
NHSL2	0.16714
NKAP	0.42748
NKRF	0.48621
NLGN3	0.53317
NLGN4X	0.81566
NONO	0.89285
ENOX1	0.47836
NOX1	0.11233
PKNOX1	0.17665
NR0B1	0.64126
NRK	0.32580
SNRK	0.25487
NSDHL	0.08041
NUDT10	0.13144
NUDT11	0.31410
NUP62CL	0.06215
NXF2	0.14556
NXF2B	0.12120
NXF3	0.56583
NXF4	0.15298
NXF5	0.19810
NXT2	0.00230
NYX	0.21755
OCRL	0.33365
OFD1	0.11030
EOGT	0.51752
OGT	0.35867
OPHN1	0.15537
OPN1LW	0.25203
OPN1MW	0.10272
OR13H1	0.11475
OTC	0.22278
OTUD5	0.36816
OTUD6A	0.05168
P2RY10	0.33437
P2RY4	0.09602
P2RY8	0.08168
PABPC1L2A	0.15542
PABPC1L2B	0.19306
PABPC5	0.16437
PAGE1	0.15185
PAGE3	0.10062
PAGE4	0.29425
PAGE5	0.09840
PAK3	0.47997
PASD1	0.05538
PBDC1	0.05536
PCDH11X	0.10751
PCDH19	0.38000
PCSK1N	0.13475
PCYT1B	0.19436
PDHA1	0.27813
PDK3	0.07241
PDZD11	0.09765
PDZD4	0.46760
PFKFB1	0.42009
PGAM4	0.14150
PGK1	0.80126
PGRMC1	0.23483
PHEX	0.61810
PHF6	0.75003
PHF8	0.48090
PHKA2	0.11897
PIGA	0.12345
PIM2	0.77719
PIN4	0.22953
SPIN4	0.23813
PIR	0.14392
PJA1	0.06013
PLAC1	0.11717
PLCXD1	0.10945
APLP1	0.33364
PLP1	0.95448
RPLP1	0.31003
APLP2	0.25600
APLP2	0.14767
PLP2	0.34377
RPLP2	0.81054
PLS3	0.97698
PLXNA3	0.13437
PLXNB3	0.18305
PNCK	0.13631
PNMA3	0.19503
PNMA5	0.07335
PNMA6A	0.11242
PNPLA4	0.14625
POF1B	0.14231
POLA1	0.99571
PORCN	0.30314
POU3F4	0.78270
PPEF1	0.18642
PPP1R2P9	0.03872
PPP1R3F	0.38005
PPP2R3B	0.07081
PQBP1	0.12360
PRAF2	0.17118
PRDX4	0.20687
PRICKLE3	0.18351
PRPS2	0.14178
PRRG1	0.23610
PRRG3	0.27731
PSMD10	0.97830
PTCHD1	0.53174
RAB33A	0.11534
RAB39B	0.51604
RAB40A	0.10174
RAB40AL	0.11505
RAB41	0.05559
RAB9A	0.12355
RAB9B	0.39937
ORAI2	0.32320
RAI2	0.78262
RAP2C	0.61236
RBBP7	0.97005
RBM10	0.17567
RBM3	0.34752
RBM41	0.12978
RBMX	0.26116
RBMX2	0.06060
RBMXL3	0.09471
RENBP	0.08751
REPS2	0.35957
RGAG1	0.18413
NRGN	0.39546
RGN	0.12704
SRGN	0.70911
RHOXF1	0.00918
RHOXF2	0.02124
RHOXF2B	0.04537
RIBC1	0.08274
RIPPLY1	0.36054
RLIM	0.77898
RNF113A	0.15510
RNF128	0.59848
CSRP2	0.42950
DRP2	0.57194
ESRP2	0.87554
FARP2	0.07766
LRP2	0.64775
NLRP2	0.84299
NRP2	0.30972
PARP2	0.09059
PGLYRP2	0.10496
PNLIPRP2	0.08616
RASGRP2	0.39977
RP2	0.15579
SERP2	0.26504
SFRP2	0.88914
XIRP2	0.18641
RPA4	0.17222
RPGR	0.54230
MRPL10	0.09517
RPL10	0.28076
MRPL39	0.14902
RPL39	0.58801
RPS26P11	0.07804
RPS4X	0.89002
RPS6KA3	0.72327
RPS6KA6	0.20172
RRAGB	0.20583
DHRS1	0.26842
FRRS1	0.17562
IRS1	0.94505
MCRS1	0.56709
RRS1	0.52765
RS1	0.24530
S100G	0.25854
SAGE1	0.43406
SASH3	0.35910
SAT1	0.06862
SATL1	0.05649
SCML1	0.02653
SCML2	0.12839
SEPT6	0.46057
SERPINA7	0.11134
SH2D1A	0.50353
SH3BGRL	0.76391
SH3KBP1	0.82888
SHOX	0.10149
SHROOM2	0.13460
SHROOM4	0.14234
SLC10A3	0.27723
SLC16A2	0.15324
SLC25A14	0.57589
SLC25A43	0.06950
SLC25A5	0.33650
SLC25A53	0.28609
SLC25A6	0.48743
SLC35A2	0.22224
SLC38A5	0.07584
SLC6A14	0.31634
SLC6A8	0.46879
SLC7A3	0.46332
SLC9A6	0.44771
SLC9A7	0.55161
SLITRK2	0.14299
SLITRK4	0.58752
SMARCA1	0.99248
SMC1A	0.95805
SMPX	0.32297
SMS	0.58047
SNX12	0.16096
SOWAHD	0.29549
SOX3	0.98320
SPACA5	0.21235
SPANXA1	0.52767
SPANXA2	0.11217
SPANXC	0.08864
SPANXN1	0.00209
SPANXN2	0.02114
SPANXN3	0.04307
SPANXN4	0.01661
SPANXN5	0.00016
SPIN2A	0.27614
SPIN2B	0.27520
SPIN3	0.19065
SPIN4	0.23813
SPRY3	0.65223
SRPK3	0.22866
SRPX	0.63801
SRPX2	0.30928
SSR4	0.38581
SSX2	0.05223
SSX2B	0.08325
SSX3	0.09655
SSX5	0.07135
SSX6	0.01464
SSX7	0.05055
STAG2	0.70349
STARD8	0.23401
STS	0.22419
SUV39H1	0.59739
SYAP1	0.07608
NADSYN1	0.09024
SYN1	0.66764
SYP	0.39220
SYTL4	0.30439
SYTL5	0.23403
TAB3	0.38381
BTAF1	0.95381
TAF1	0.65141
TAF7L	0.04200
TAF9B	0.70948
TAZ	0.29008
TBC1D25	0.52369
TBC1D8B	0.22965
TBL1X	0.37237
TBX22	0.08841
TCEAL1	0.05280
TCEAL2	0.05909
TCEAL3	0.12104
TCEAL4	0.10268
TCEAL5	0.10123
TCEAL6	0.05573
TCEAL8	0.10953
TCP11X2	0.12120
TENM1	0.48696
TEX11	0.11019
TEX13A	0.06718
TEX13B	0.06220
TEX28	0.08608
TFDP3	0.05413
TFE3	0.60298
TGIF2LX	0.03435
THOC2	0.49521
TIMM17B	0.21089
TIMM8A	0.36253
TIMP1	0.47837
TKTL1	0.16475
TLR7	0.13388
TLR8	0.12528
TMEM164	0.37324
TMEM187	0.10744
TMEM255A	0.42835
TMEM27	0.87007
TMEM31	0.11552
TMEM35	0.57480
TMEM47	0.40386
TMLHE	0.19429
TMSB15A	0.83831
TNMD	0.51044
TREX2	0.04290
TRMT2B	0.08283
TRO	0.44541
TRPC5	0.15414
TSC22D3	0.30326
TSPAN6	0.07121
TSPAN7	0.27156
TSPYL2	0.13703
NTSR2	0.13596
TSR2	0.11527
TXLNG	0.80114
UBA1	0.52118
UBE2A	0.87860
UBE2NL	0.11290
UBL4A	0.09087
UBQLN2	0.37074
UPF3B	0.26223
UPRT	0.10613
DUSP11	0.17953
USP11	0.23122
DUSP26	0.20217
USP26	0.09113
USP27X	0.44561
USP51	0.10750
USP9X	0.58131
UTP14A	0.42936
UXT	0.61137
VAMP7	0.22096
VBP1	0.94477
VCX2	0.07519
VCX3A	0.06067
VCX3B	0.04367
VGLL1	0.67331
VSIG1	0.37432
VSIG4	0.24072
WAS	0.84468
WBP5	0.77033
WDR13	0.14141
WDR44	0.91619
WDR45	0.27372
WNK3	0.31345
WWC3	0.13438
XAGE1B	0.06183
XAGE1E	0.04602
XAGE2	0.02794
XAGE3	0.01509
XAGE5	0.04860
XG	0.15239
XIAP	0.16911
PDXK	0.09550
PXK	0.13995
TXK	0.06823
XK	0.55234
XKRX	0.22095
XPNPEP2	0.44594
YIPF6	0.15106
PYY2	0.16799
YY2	0.11784
ZBED1	0.10071
ZBTB33	0.64457
ZC3H12B	0.33864
ZC4H2	0.24538
ZCCHC12	0.10517
ZCCHC13	0.21080
ZCCHC16	0.11079
ZCCHC5	0.14231
ZDHHC15	0.23833
ZDHHC9	0.61011
ZFP92	0.07626
ZFX	0.48662
ZIC3	0.88808
ZMAT1	0.13791
ZMYM3	0.61027
ZNF157	0.21787
ZNF185	0.07387
ZNF275	0.17358
ZNF280C	0.14240
ZNF41	0.13295
ZNF449	0.36225
ZNF645	0.04421
ZNF674	0.21534
ZNF711	0.26758
ZNF75D	0.10208
ZNF81	0.16362
ZRSR2	0.06116
ZXDA	0.19584
ZXDB	0.06264
