Gene	score
ACLY	0.54266
ACMSD	0.12787
ACN9	0.08794
ACO1	0.61151
ACO2	0.78224
ACOT1	0.12290
ACOT11	0.13932
ACOT12	0.17900
ACOT13	0.06886
ACOT2	0.10881
ACOT4	0.10074
ACOT6	0.09044
ACOT7	0.74467
ACOT8	0.41219
ACOT9	0.09121
ACOX1	0.77183
ACOX2	0.14775
ACOX3	0.63446
ACOXL	0.07959
ACP1	0.54655
ACP2	0.46460
ACP5	0.25398
ACP6	0.23221
ACPP	0.15560
ACPT	0.27670
ACR	0.25959
ACRBP	0.11007
ACRC	0.06040
ACRV1	0.14951
ACSBG1	0.21146
ACSBG2	0.09081
ACSF2	0.20089
ACSL1	0.32858
ACSL3	0.18562
ACSL4	0.30801
ACSL5	0.15681
ACSL6	0.12209
ACSM1	0.11149
ACSM2A	0.06798
ACSM2B	0.07290
ACSM3	0.45481
ACSM5	0.09249
ACSS1	0.19539
ACSS2	0.45680
ACSS3	0.09190
ACTA1	0.93721
ACTA2	0.15588
ACTBL2	0.62650
ACTC1	0.90675
ACTG2	0.67288
ACTL6A	0.71819
ACTL6B	0.44836
ACTL7A	0.10816
ACTL7B	0.48535
ACTL8	0.44797
ACTN1	0.31632
ACTN2	0.39885
ACTN4	0.72890
ACTR10	0.10564
ACTR1A	0.54626
ACTR1B	0.52974
ACTR2	0.10886
ACTR3	0.14229
ACTR3B	0.14229
ACTR5	0.10831
ACTR6	0.46610
ACTR8	0.11105
ACTRT2	0.44682
ACVR1	0.38424
ACVR1B	0.29686
ACVR1C	0.15405
ACVR2A	0.23984
ACVR2B	0.31462
ACVRL1	0.44126
ACY1	0.27687
ACY3	0.12606
ACYP1	0.08636
ACYP2	0.20159
ADA	0.68435
ADAD1	0.12427
ADAL	0.11351
ADAM10	0.37464
ADAM11	0.11452
ADAM12	0.23183
ADAM15	0.13843
ADAM17	0.38139
ADAM18	0.08196
ADAM19	0.13137
ADAM2	0.11638
ADAM20	0.07231
ADAM21	0.09205
ADAM21P1	0.09205
ADAM22	0.10251
ADAM23	0.08593
ADAM28	0.12451
ADAM29	0.09580
ADAM32	0.07564
ADAM33	0.14638
ADAM7	0.08967
ADAM8	0.14301
ADAM9	0.21827
ADAMDEC1	0.10309
ADAMTS1	0.16470
ADAMTS10	0.12054
ADAMTS12	0.12072
ADAMTS13	0.12877
ADAMTS14	0.12333
ADAMTS15	0.14568
ADAMTS16	0.13210
ADAMTS17	0.12398
ADAMTS18	0.09538
ADAMTS19	0.10613
ADAMTS2	0.31484
ADAMTS20	0.09297
ADAMTS3	0.11688
ADAMTS4	0.19320
ADAMTS5	0.25159
ADAMTS6	0.11953
ADAMTS7	0.11080
ADAMTS8	0.12334
ADAMTSL2	0.11516
ADAMTSL3	0.10931
ADAMTSL4	0.09865
ADAMTSL5	0.10435
ADAP1	0.12827
ADAP2	0.11577
ADAR	0.23648
ADARB1	0.13431
ADARB2	0.14637
ADAT1	0.10094
ADAT2	0.15545
ADAT3	0.11591
AZIN2	0.32350
ADCK1	0.13437
ADCK2	0.09623
ADCK3	0.17185
ADCK4	0.09814
ADCK5	0.11136
ADCY1	0.18088
ADCY10	0.06261
ADCY2	0.66526
ADCY3	0.17712
ADCY4	0.16481
ADCY5	0.23330
ADCY6	0.21882
ADCY7	0.20313
ADCY8	0.19224
ADCY9	0.17928
ADCYAP1	0.31097
ADCYAP1R1	0.11886
ADD1	0.39018
ADD2	0.19286
ADD3	0.15282
ADH1B	0.43559
ADH4	0.18361
ADH5	0.34407
ADH6	0.09112
ADH7	0.26662
ADHFE1	0.59422
ADI1	0.24818
ADIPOQ	0.83603
ADIPOR1	0.26487
ADIPOR2	0.26635
ADIRF	0.12307
ADK	0.68620
ADM	0.43834
ADNP	0.13270
ADNP2	0.10580
ADORA1	0.23872
ADORA2A	0.41929
ADORA2B	0.18465
ADORA3	0.16754
ADPGK	0.14691
ADPRH	0.10331
ADPRHL2	0.11284
ADPRM	0.09317
ADRA1A	0.11771
ADRA1B	0.24587
ADRA2A	0.11371
ADRA2B	0.11107
ADRA2C	0.09956
ADRB2	0.80184
ADRB3	0.41964
ADRBK1	0.45217
ADRBK2	0.24974
ADRM1	0.11747
ADSL	0.31214
ADSS	0.34803
ADSSL1	0.15503
ADTRP	0.09745
AEBP1	0.14965
AEBP2	0.11262
AES	0.16765
AFAP1L1	0.10351
AFAP1L2	0.10661
AFF1	0.18480
AFF2	0.27963
AFF3	0.12610
AFF4	0.11325
AFG3L2	0.10986
AFM	0.12722
AFMID	0.21820
AFP	0.75000
AFTPH	0.08484
AGA	0.22020
AGAP1	0.10720
AGAP2	0.23301
AGAP3	0.11189
AGBL3	0.10771
AGBL4	0.10435
AGER	0.08293
AGFG1	0.22163
AGGF1	0.09500
AGK	0.12429
AGL	0.24792
AGMAT	0.21335
AGMO	0.12273
AGO1	0.16113
AGO2	0.13776
AGO3	0.10665
AGO4	0.14026
AGPAT2	0.16015
AGPAT3	0.10697
AGPAT4	0.10604
AGPAT5	0.12279
AGPAT6	0.13340
AGPAT9	0.11511
AGPS	0.19677
AGR2	0.10211
AGR3	0.11872
AGRN	0.64499
AGRP	0.35308
AGT	0.62272
AGTPBP1	0.14321
AGTR1	0.82322
AGTR2	0.42494
AGXT	0.59981
AGXT2	0.18377
AHCTF1	0.09467
AHCTF1P1	0.09467
AHCY	0.55936
AHCYL1	0.19105
AHCYL2	0.18353
AHI1	0.12754
AHR	0.73985
AHRR	0.16352
AHSA1	0.12071
AHSG	0.39186
AHSP	0.11948
AICDA	0.44178
AIF1L	0.09886
AIFM1	0.37971
AIFM2	0.13527
AIFM3	0.13207
AIG1	0.08380
AIM1	0.12876
AIM1L	0.10478
AIM2	0.09293
AIMP1	0.15941
AIP	0.13318
AIPL1	0.10568
AIRE	0.59275
AJAP1	0.12412
AJUBA	0.11895
AK1	0.64321
AK2	0.35793
AK3	0.13186
AK4	0.13186
AK4P3	0.20245
AK5	0.10360
AK7	0.15992
AK8	0.15909
AK9	0.07112
AKAP1	0.13449
AKAP10	0.13055
AKAP11	0.08419
AKAP12	0.11841
AKAP13	0.22007
AKAP14	0.08574
AKAP17A	0.12783
AKAP2	0.12902
AKAP3	0.10597
AKAP4	0.12717
AKAP6	0.12721
AKAP7	0.09911
AKAP8	0.27115
AKAP9	0.11060
AKIP1	0.06430
AKIRIN1	0.11262
AKIRIN2	0.11809
AKNA	0.08240
AKR1A1	0.22307
AKR1B1	0.48066
AKR1B10	0.31956
AKR1C3	0.30697
AKR1C4	0.15444
AKR1D1	0.16811
AKR1E2	0.10234
AKR7A3	0.11388
AKT1	0.99960
AKT1S1	0.21441
AKT2	0.55644
AKT3	0.24974
AKTIP	0.17756
ALAD	0.55928
ALAS1	0.44944
ALAS2	0.45327
ALB	0.95809
ALCAM	0.36495
ALDH18A1	0.46298
ALDH1A1	0.38566
ALDH1A2	0.21959
ALDH1A3	0.26772
ALDH1B1	0.45302
ALDH1L1	0.19904
ALDH1L2	0.10413
ALDH2	0.66989
ALDH3A2	0.33841
ALDH3B1	0.10950
ALDH3B2	0.12684
ALDH4A1	0.21304
ALDH5A1	0.21248
ALDH6A1	0.21694
ALDH7A1	0.37812
ALDH8A1	0.10988
ALDH9A1	0.24685
ALDOA	0.57075
ALDOB	0.72820
ALDOC	0.43264
ALG1	0.19047
ALG10B	0.08390
ALG12	0.14056
ALG14	0.10965
ALG2	0.20173
ALG5	0.15009
ALG6	0.17567
ALG8	0.17284
ALG9	0.21568
ALK	0.41881
ALKBH1	0.08308
ALKBH2	0.14568
ALKBH3	0.13882
ALKBH4	0.10903
ALKBH6	0.10629
ALKBH7	0.09630
ALLC	0.14454
ALMS1	0.11040
ALOX12	0.24283
ALOX15	0.24480
ALOX5	0.38768
ALOX5AP	0.29071
ALOXE3	0.15375
ALPI	0.90971
ALPK1	0.09578
ALPK2	0.07481
ALPK3	0.11326
ALPL	0.92770
ALPP	0.13673
ALPPL2	0.18722
ALS2CL	0.10583
ALS2CR12	0.05854
ALX1	0.10311
ALX3	0.09992
ALX4	0.21643
ALYREF	0.28383
AMACR	0.31390
AMBN	0.06650
AMBP	0.34303
AMBRA1	0.10363
AMD1	0.29043
AMDHD1	0.11408
AMDHD2	0.15363
AMELX	0.24801
AMER1	0.08523
AMER2	0.10461
AMFR	0.17249
AMHR2	0.15847
AMICA1	0.11960
AMIGO1	0.11809
AMIGO2	0.12758
AMIGO3	0.10047
AMMECR1	0.33817
AMMECR1L	0.07590
AMN1	0.10863
AMOT	0.09490
AMOTL1	0.10659
AMOTL2	0.10718
AMPD1	0.44922
AMPD2	0.21683
AMPD3	0.30685
AMPH	0.19053
AMT	0.27728
AMTN	0.05467
AMY1A	0.48083
AMY1B	0.40177
AMY1C	0.37631
AMY2A	0.48922
AMY2B	0.38738
AMZ1	0.10588
AMZ2	0.10068
ANAPC1	0.09577
ANAPC10	0.15588
ANAPC11	0.06106
ANAPC13	0.11262
ANAPC15	0.11262
ANAPC16	0.11262
ANAPC2	0.11683
ANAPC4	0.12481
ANAPC7	0.16480
ANGEL1	0.08746
ANGPT1	0.39747
ANGPT2	0.10710
ANGPT4	0.11828
ANGPTL1	0.12123
ANGPTL2	0.13443
ANGPTL5	0.10715
ANGPTL7	0.12577
ANK1	0.74808
ANK2	0.13210
ANK3	0.22949
ANKAR	0.09697
ANKDD1A	0.09163
ANKDD1B	0.06688
ANKEF1	0.09325
ANKFY1	0.12393
ANKHD1	0.11167
ANKK1	0.10965
ANKLE1	0.09439
ANKRA2	0.12080
ANKRD1	0.15692
ANKRD11	0.10736
ANKRD12	0.10098
ANKRD13A	0.09264
ANKRD13B	0.11059
ANKRD13D	0.10410
ANKRD19P	0.08931
ANKRD2	0.13116
ANKRD23	0.11770
ANKRD24	0.08226
ANKRD26	0.10156
ANKRD27	0.10353
ANKRD28	0.09683
ANKRD29	0.07399
ANKRD34B	0.09306
ANKRD42	0.10447
ANKRD44	0.10832
ANKRD45	0.09469
ANKRD46	0.09029
ANKRD49	0.11237
ANKRD50	0.10870
ANKRD53	0.09362
ANKRD54	0.11262
ANKRD6	0.11010
ANKS1A	0.11641
ANKS1B	0.20962
ANKS3	0.09911
ANKS4B	0.08980
ANKS6	0.10372
ANKZF1	0.07466
ANLN	0.15234
ANO1	0.12257
ANO10	0.09565
ANO3	0.12864
ANO4	0.13272
ANO5	0.11663
ANO7	0.10570
ANO8	0.09396
ANO9	0.09691
ANP32A	0.25991
ANP32B	0.10874
ANP32C	0.06113
ANP32E	0.13603
ANPEP	0.85672
ANTXR1	0.13588
ANTXR2	0.10893
ANXA1	0.51979
ANXA10	0.09365
ANXA11	0.13939
ANXA13	0.12791
ANXA2	0.85056
ANXA2P2	0.85056
ANXA2R	0.06910
ANXA3	0.16951
ANXA4	0.19622
ANXA5	0.46357
ANXA6	0.20865
ANXA7	0.32743
ANXA8	0.13434
ANXA9	0.09770
AOAH	0.11522
AOC1	0.72014
AOC2	0.83225
AOC3	0.20240
AOX1	0.40109
AP1AR	0.14109
AP1B1	0.22545
AP1G1	0.11928
AP1G2	0.09722
AP1M1	0.17821
AP1S1	0.13803
AP1S2	0.05068
AP1S3	0.10315
AP2A1	0.35783
AP2A2	0.15173
AP2B1	0.31324
AP2M1	0.24700
AP2S1	0.16306
AP3B1	0.31608
AP3B2	0.19352
AP3D1	0.18846
AP3M1	0.12717
AP3M2	0.09422
AP3S1	0.14229
AP3S2	0.11809
AP4B1	0.11086
AP4E1	0.09957
AP4M1	0.13809
AP5Z1	0.10205
APAF1	0.54535
APBA1	0.22137
APBA2	0.20524
APBA3	0.12876
APBB1	0.35953
APBB1IP	0.10771
APBB2	0.23652
APBB3	0.14066
APC	0.57092
APC2	0.14249
APCDD1	0.10984
APCS	0.23713
APEH	0.30420
APEX1	0.75993
APEX2	0.13544
APH1A	0.10574
APH1B	0.17170
API5	0.11262
APIP	0.11983
APITD1	0.26604
APLF	0.07325
APLN	0.02875
APLNR	0.19129
APLP1	0.61664
APLP2	0.20036
APMAP	0.10546
APOA1BP	0.08568
APOA2	0.43086
APOA4	0.09686
APOA5	0.35715
APOB	0.88273
APOBEC1	0.14891
APOBEC2	0.12032
APOBEC3C	0.05922
APOBEC3D	0.04922
APOBEC3F	0.05074
APOBEC3G	0.05680
APOBEC3H	0.11857
APOBEC4	0.08973
APOC1	0.47132
APOC2	0.10297
APOC3	0.73068
APOC4	0.29589
APOD	0.41760
APOE	0.99756
APOF	0.14509
APOH	0.64999
APOL2	0.05082
APOL4	0.07955
APOO	0.11532
APOPT1	0.10135
APP	0.55740
APPBP2	0.16862
APPL2	0.09559
APRT	0.09463
APTX	0.29287
AQP1	0.40588
AQP10	0.10375
AQP11	0.11109
AQP12A	0.08857
AQP2	0.60646
AQP3	0.33901
AQP4	0.34547
AQP5	0.24105
AQP6	0.13983
AQP7	0.13240
AQP7P1	0.08100
AQP7P3	0.07873
AQP7P4	0.08108
AQP8	0.13569
AQP9	0.11664
AQR	0.09949
AR	0.97465
ARAF	0.35300
ARAP1	0.17391
ARAP3	0.12582
ARC	0.13982
ARCN1	0.17611
AREG	0.10275
AREG	0.31966
AREL1	0.12378
ARF1	0.22085
ARF4	0.36254
ARF5	0.13588
ARF6	0.41336
ARFGAP1	0.10729
ARFGAP2	0.12888
ARFGAP3	0.10665
ARFGEF1	0.28270
ARFGEF2	0.15011
ARFIP1	0.11323
ARFIP2	0.14609
ARFRP1	0.23508
ARG1	0.43126
ARG2	0.48725
ARGFX	0.05215
ARGLU1	0.06833
ARHGAP1	0.30784
ARHGAP10	0.12272
ARHGAP11A	0.08058
ARHGAP12	0.13510
ARHGAP15	0.12676
ARHGAP18	0.11308
ARHGAP20	0.13312
ARHGAP21	0.15472
ARHGAP22	0.13515
ARHGAP23	0.09642
ARHGAP24	0.12435
ARHGAP25	0.12015
ARHGAP26	0.36135
ARHGAP27	0.09516
ARHGAP28	0.11329
ARHGAP29	0.08872
ARHGAP33	0.13342
ARHGAP35	0.16728
ARHGAP4	0.23338
ARHGAP40	0.10941
ARHGAP5	0.16401
ARHGAP6	0.13979
ARHGAP8	0.13931
ARHGAP9	0.21298
ARHGDIB	0.15699
ARHGDIG	0.12238
ARHGEF1	0.15030
ARHGEF10L	0.10710
ARHGEF11	0.15072
ARHGEF15	0.10102
ARHGEF16	0.14120
ARHGEF17	0.10400
ARHGEF18	0.10442
ARHGEF2	0.11124
ARHGEF3	0.12378
ARHGEF39	0.08791
ARHGEF5	0.09335
ARHGEF6	0.26601
ARHGEF7	0.62409
ARHGEF9	0.11483
ARID1A	0.15082
ARID1B	0.12645
ARID2	0.10241
ARID3A	0.11128
ARID3B	0.10644
ARID3C	0.08104
ARID4A	0.21087
ARID4B	0.25920
ARID5A	0.09711
ARID5B	0.11360
ARIH2	0.08179
ARL1	0.28487
ARL11	0.09957
ARL13B	0.09956
ARL14	0.08980
ARL15	0.10510
ARL2BP	0.06823
ARL3	0.14256
ARL4A	0.10703
ARL4C	0.12910
ARL4D	0.12971
ARL5A	0.12378
ARL5B	0.12378
ARL6	0.20815
ARL6IP1	0.10772
ARL6IP5	0.11576
ARL6IP6	0.09509
ARL8A	0.07567
ARL8B	0.15588
ARL9	0.08565
ARMC1	0.12378
ARMC10	0.10643
ARMC2	0.08344
ARMC3	0.09858
ARMC4	0.09088
ARMC6	0.10202
ARMC7	0.10661
ARMC8	0.11262
ARMC9	0.24308
ARMCX1	0.10417
ARMCX2	0.09825
ARMCX3	0.10687
ARNT	0.22862
ARNT2	0.18581
ARNTL	0.39466
ARNTL2	0.09651
ARPC1A	0.10381
ARPC1B	0.12897
ARPC2	0.17821
ARPC3	0.17605
ARPC4	0.09890
ARPC5L	0.17050
ARR3	0.19245
ARRB1	0.17451
ARRB2	0.57942
ARRDC3	0.13881
ARRDC4	0.10975
ARSA	0.69768
ARSB	0.25636
ARSD	0.14372
ARSE	0.09780
ARSF	0.12262
ARSG	0.12602
ARSI	0.15805
ARSJ	0.10996
ART1	0.18162
ART3	0.11097
ART4	0.20381
ART5	0.13717
ARTN	0.18028
ARVCF	0.12771
ARX	0.14662
AS3MT	0.12625
ASAH1	0.28903
ASAH2	0.12895
ASAH2C	0.12895
ASAP1	0.17656
ASAP2	0.11177
ASB1	0.10990
ASB10	0.09699
ASB11	0.10311
ASB12	0.10591
ASB13	0.11999
ASB15	0.10383
ASB16	0.10536
ASB17	0.07743
ASB2	0.13532
ASB3	0.10709
ASB4	0.09762
ASB5	0.12633
ASB6	0.10958
ASB7	0.11262
ASB8	0.12378
ASB9	0.07827
ASCC1	0.07613
ASCC2	0.12233
ASCC3	0.11285
ASCL1	0.47584
ASCL2	0.09970
ASCL3	0.09912
ASCL4	0.08792
ASF1A	0.12971
ASF1B	0.12386
ASGR1	0.38484
ASH2L	0.11705
ASIC1	0.17458
ASIC4	0.10783
ASIC5	0.09151
ASL	0.45435
ASNA1	0.17821
ASNS	0.25994
ASNSD1	0.08996
ASPG	0.11691
ASPH	0.18131
ASPHD2	0.10673
ASPM	0.08672
ASPN	0.16399
ASPRV1	0.10518
ASPSCR1	0.43917
ASRGL1	0.27804
ASS1	0.80840
ASTE1	0.08341
ASTL	0.09622
ASTN1	0.11666
ASTN2	0.11008
ASUN	0.09081
ASXL1	0.07872
ASXL2	0.07709
ASZ1	0.16997
ATAD1	0.12971
ATAD2	0.12895
ATAD3A	0.10317
ATAD3B	0.12376
ATE1	0.11687
ATF1	0.18118
ATF2	0.28104
ATF3	0.56655
ATF4	0.56830
ATF5	0.13429
ATF6	0.27985
ATF7	0.11887
ATF7IP	0.10619
ATF7IP2	0.08435
ATG10	0.08777
ATG12	0.10587
ATG13	0.10514
ATG16L1	0.10646
ATG2A	0.11121
ATG3	0.11934
ATG4A	0.09809
ATG4B	0.10738
ATG4C	0.09693
ATG4D	0.10598
ATG5	0.17050
ATG7	0.17266
ATG9A	0.10992
ATG9B	0.14778
ATHL1	0.09640
ATIC	0.69972
ATL1	0.15924
ATL2	0.11563
ATM	0.15782
ATMIN	0.10995
ATN1	0.52345
ATOH1	0.28312
ATOH8	0.11878
ATOX1	0.09191
ATP10A	0.15831
ATP10B	0.09980
ATP10D	0.09450
ATP11A	0.10642
ATP11B	0.11076
ATP11C	0.10205
ATP12A	0.23463
ATP13A2	0.16122
ATP13A3	0.09695
ATP13A4	0.09862
ATP13A5	0.07983
ATP1A1	0.33303
ATP1A2	0.22867
ATP1A3	0.18422
ATP1A4	0.11048
ATP1B1	0.24812
ATP1B2	0.12094
ATP1B3	0.11956
ATP1B4	0.10044
ATP2A2	0.46129
ATP2A3	0.19795
ATP2B1	0.23021
ATP2B2	0.18045
ATP2B3	0.14753
ATP2B4	0.17922
ATP2C1	0.20899
ATP2C2	0.10508
ATP4A	0.13523
ATP4B	0.13908
ATP5A1	0.58400
ATP5B	0.70543
ATP5C1	0.56962
ATP5D	0.14451
ATP5F1	0.10622
ATP5G1	0.11227
ATP5G2	0.09843
ATP5G3	0.10445
ATP5H	0.13052
ATP5J	0.12052
ATP5J2	0.32778
ATP5L	0.12971
ATP5O	0.30022
ATP5S	0.07062
ATP5SL	0.07881
ATP6AP1	0.08671
ATP6AP2	0.19966
ATP6V0A1	0.50341
ATP6V0A2	0.37408
ATP6V0A4	0.22304
ATP6V0B	0.11457
ATP6V0C	0.16113
ATP6V0D1	0.25991
ATP6V0D2	0.13647
ATP6V0E1	0.13401
ATP6V1A	0.23728
ATP6V1B1	0.32362
ATP6V1B2	0.27926
ATP6V1C1	0.14896
ATP6V1C2	0.11825
ATP6V1D	0.16306
ATP6V1E1	0.11846
ATP6V1E2	0.12131
ATP6V1G1	0.12549
ATP6V1G3	0.11651
ATP6V1H	0.18223
ATP7B	0.63604
ATP8A1	0.11110
ATP8A2	0.22285
ATP8B1	0.16680
ATP8B4	0.08514
ATP9A	0.11774
ATP9B	0.10686
ATPAF1	0.09937
ATPAF2	0.14592
ATPIF1	0.09670
ATR	0.14325
ATRAID	0.06793
ATRIP	0.20525
ATRN	0.17365
ATRNL1	0.10764
ATRX	0.56316
ATXN1	0.42931
ATXN10	0.16168
ATXN2	0.25008
ATXN2L	0.12083
ATXN3	0.34757
ATXN3L	0.10379
ATXN7	0.43982
ATXN7L1	0.09337
ATXN7L2	0.07430
ATXN7L3	0.11262
AUH	0.33290
AUP1	0.12045
AURKA	0.22853
AURKAIP1	0.09873
AURKB	0.20793
AURKC	0.09546
AUTS2	0.10750
AVEN	0.13990
AVIL	0.12246
AVL9	0.10089
AVPR1A	0.16482
AVPR1B	0.10168
AVPR2	0.58893
AWAT1	0.09482
AWAT2	0.07074
AXDND1	0.08385
AXIN1	0.09781
AXIN2	0.28913
AXL	0.23288
AZGP1	0.13441
CEP131	0.14275
AZI2	0.11092
AZIN1	0.11497
AZU1	0.40048
B2M	0.78296
B3GALNT1	0.17987
B3GALT1	0.14896
B3GALT2	0.11659
B3GALT5	0.11493
B3GALTL	0.13753
B3GAT1	0.44838
B3GAT2	0.16235
B3GAT3	0.13137
B3GNT1	0.12321
B3GNT2	0.12321
B3GNT3	0.11146
B3GNT4	0.15291
B3GNT5	0.12230
B3GNT7	0.10472
B3GNTL1	0.10445
B4GALNT1	0.24746
B4GALNT2	0.28364
B4GALNT3	0.10323
B4GALNT4	0.09235
B4GALT1	0.20954
B4GALT2	0.10739
B4GALT3	0.12043
B4GALT4	0.12469
B4GALT5	0.13952
B4GALT6	0.26694
B4GALT7	0.11796
B9D2	0.13270
BAALC	0.06078
BAAT	0.10577
BABAM1	0.10867
BACE1	0.32145
BACE2	0.35536
BACH1	0.12879
BACH2	0.17631
BAD	0.53379
BAG1	0.43483
BAG2	0.17302
BAG3	0.21092
BAG4	0.15318
BAG5	0.20397
BAHD1	0.10583
BAI1	0.19590
BAI2	0.10587
BAIAP2	0.16015
BAIAP2L1	0.12001
BAIAP3	0.09988
BAK1	0.41698
BAK1P1	0.41698
BAMBI	0.28082
BANF1	0.37501
BANF2	0.10330
BANK1	0.11022
BANP	0.13415
BAP1	0.10613
BARD1	0.28245
BARHL1	0.16046
BARHL2	0.10225
BARX1	0.17821
BARX2	0.10931
BASP1	0.13818
BATF	0.16306
BATF2	0.07615
BATF3	0.10578
BAX	0.85150
BAZ1A	0.10212
BAZ1B	0.14002
BAZ2A	0.10013
BAZ2B	0.09491
BBOX1	0.19132
BBS10	0.14899
BBS12	0.17283
BBS2	0.09548
BBS4	0.32774
BBS5	0.22488
BBS7	0.17949
BBS9	0.20084
BBX	0.09034
BCAM	0.15985
BCAN	0.15677
BCAP29	0.08176
BCAP31	0.16918
BCAR3	0.16494
BCAS1	0.08909
BCAS2	0.11809
BCAS4	0.09488
BCAT1	0.17808
BCAT2	0.17987
BCCIP	0.08875
BCHE	0.50530
BCKDHA	0.10939
BCKDHB	0.37665
BCKDK	0.12253
BCL10	0.26603
BCL11A	0.16967
BCL11B	0.16232
BCL2	0.98331
BCL2A1	0.33842
BCL2L1	0.75783
BCL2L10	0.13570
BCL2L11	0.48182
BCL2L12	0.09727
BCL2L14	0.08159
BCL2L15	0.07577
BCL2L2	0.20084
BCL3	0.28802
BCL6	0.51690
BCL6B	0.11985
BCL7A	0.12760
BCL7B	0.13588
BCL9	0.11906
BCL9L	0.20000
BCLAF1	0.18154
BCO2	0.10872
BCOR	0.12570
BCORL1	0.10464
BCR	0.76444
BCS1L	0.65370
BDH1	0.26949
BDH2	0.13572
BDKRB1	0.18561
BDKRB2	0.33012
BDNF	0.82123
BDP1	0.06953
BECN1	0.11124
BEGAIN	0.10913
BEND2	0.05824
BEND3	0.11113
BEND4	0.10688
BEND5	0.11262
BEST1	0.15669
BEST2	0.11494
BEST3	0.10434
BEST4	0.13791
BET1	0.09037
BEX1	0.43058
BEX2	0.09529
BEX5	0.06745
BFAR	0.10433
BFSP1	0.12426
BFSP2	0.11314
BGLAP	0.26210
BGN	0.11669
BHLHA15	0.14967
BHLHB9	0.10311
BHLHE22	0.19325
BHLHE40	0.29030
BHMT	0.22464
BICC1	0.11765
BICD1	0.10044
BICD2	0.11049
BID	0.11574
BIK	0.20009
BIN1	0.20155
BIN2	0.06104
BIN3	0.10904
BIRC2	0.29692
BIRC3	0.28580
BIRC5	0.62587
BIRC6	0.09582
BIRC7	0.12989
BLCAP	0.15588
BLK	0.24392
BLM	0.61682
BLMH	0.38742
BLNK	0.28432
BLOC1S1	0.13588
BLOC1S2	0.14746
BLOC1S3	0.23912
BLOC1S4	0.11881
BLOC1S5	0.25772
BLOC1S6	0.23227
BLVRA	0.12749
BLVRB	0.24232
BLZF1	0.10337
BMF	0.10880
BMI1	0.38765
BMP1	0.47505
BMP10	0.22087
BMP15	0.19135
BMP2	0.77481
BMP3	0.20254
BMP4	0.93124
BMP5	0.25991
BMP6	0.37312
BMP7	0.67288
BMP8A	0.13901
BMP8B	0.26179
BMPER	0.13130
BMPR1A	0.53920
