GENE_NAME	PREDICTED_INDISPENSABILITY_SCORE
AC007390.5	0.114371359811310
AC007401.2	0.114371359811310
AC007405.2	0.114371359811310
AC007405.7	0.114371359811310
AC007431.1	0.12270991587692
AC007557.1	0.114371359811310
AC007613.1	0.114371359811310
AC007621.1	0.114371359811310
AC007663.1	0.114371359811310
AC007952.1	0.218995609165747
AC007952.5	0.307483654878265
AC007952.6	0.114371359811310
AC007956.1	0.00148942772363872
AC008038.1	0.114371359811310
AC008060.7	0.114371359811310
AC008073.5	0.114371359811310
AC008073.6	0.114371359811310
AC008103.1	0.0887579639233569
AC008132.1	0.0113984247655009
AC008132.13	0.114371359811310
AC008271.1	0.114371359811310
AC008394.1	0.114371359811310
AC008447.1	0.114371359811310
AC008537.1	0.114371359811310
AC008537.2	0.114371359811310
AC008676.1	0.114371359811310
AC008676.2	0.114371359811310
AC008686.1	0.00440791403141642
AC008687.1	0.114371359811310
AC008735.15	0.114371359811310
AC008993.1	0.114371359811310
AC009041.5	0.133750819164473
AC009065.1	0.0883785914952306
AC009113.1	0.154978486109099
AC009120.10	0.114371359811310
AC009133.19	0.114371359811310
AC009133.21	0.114371359811310
AC009237.1	0.114371359811310
AC009336.1	0.0065764586403142
AC009365.3	0.114371359811310
AC009403.2	0.114371359811310
AC009892.10	0.114371359811310
AC010325.1	0.114371359811310
AC010336.1	0.114371359811310
AC010336.2	0.0946656109436843
AC010487.1	0.114371359811310
AC010507.1	0.114371359811310
AC010536.1	0.149433109407691
AC010536.2	0.123125909907950
AC010606.1	0.0480319798631045
AC010614.1	0.114371359811310
AC010872.2	0.114371359811310
AC010997.1	0.114371359811310
AC011043.1	0.114371359811310
AC011239.1	0.0512043421388562
AC011294.3	0.114371359811310
AC011298.2	0.114371359811310
AC011366.3	0.114371359811310
AC011443.1	0.206229276050209
AC011450.1	0.114371359811310
AC011467.1	0.114371359811310
AC011475.1	0.153058524397514
AC011484.1	0.112231625456036
AC011497.1	0.114371359811310
AC011498.1	0.114371359811310
AC011500.1	0.00927749064610049
AC011537.1	0.114371359811310
AC011551.2	0.114371359811310
AC011841.1	0.114371359811310
AC011997.1	0.114371359811310
AC012123.1	0.114371359811310
AC012215.1	0.112272414632775
AC012313.1	0.112272414632775
AC012314.11	0.114371359811310
AC012314.12	0.114371359811310
AC012314.13	0.114371359811310
AC012314.14	0.114371359811310
AC012314.16	0.114371359811310
AC012314.17	0.114371359811310
AC012314.3	0.114371359811310
AC012314.9	0.114371359811310
AC012318.1	0.114371359811310
AC012414.1	0.0864076109298428
AC012616.1	0.114371359811310
AC012652.1	0.114371359811310
AC013269.5	0.114371359811310
AC013461.1	0.114371359811310
AC013468.1	0.114371359811310
AC015804.1	0.114371359811310
AC015871.2	0.114371359811310
AC015917.1	0.114371359811310
AC015987.2	0.114371359811310
AC015989.1	0.114371359811310
AC016251.1	0.114371359811310
AC016586.1	0.180297884689662
AC016722.1	0.184878305724782
AC016722.2	0.114371359811310
AC016745.1	0.114371359811310
AC016757.1	0.0764652904433888
AC016757.3	0.114371359811310
AC017028.1	0.307483654878265
AC017104.2	0.114371359811310
AC018682.6	0.114371359811310
AC018692.1	0.114371359811310
AC018755.11	0.114371359811310
AC018755.8	0.087509057763048
AC018816.3	0.0936780563404453
AC018867.2	0.114371359811310
AC019173.1	0.114371359811310
AC019173.2	0.114371359811310
AC019294.2	0.114371359811310
AC019319.1	0.114371359811310
AC020766.1	0.114371359811310
AC020907.1	0.128138715588496
AC020907.3	0.199880641866587
AC021037.1	0.114371359811310
AC021066.1	0.0794143318870787
AC021146.1	0.114371359811310
AC021218.2	0.114371359811310
AC021593.1	0.114371359811310
AC021860.1	0.114371359811310
AC022098.1	0.114371359811310
AC022148.1	0.114371359811310
AC022415.1	0.114371359811310
AC022431.2	0.114371359811310
AC022498.1	0.114371359811310
AC022532.1	0.114371359811310
AC022692.1	0.114371359811310
AC022762.1	0.00545090112066397
AC023469.1	0.114371359811310
AC023590.1	0.114371359811310
AC023632.1	0.0874581745026533
AC024558.21	0.114371359811310
AC024563.1	0.114371359811310
AC024575.1	0.114371359811310
AC024580.1	0.00556991372030295
AC024940.1	0.114371359811310
AC025263.3	0.114371359811310
AC025278.1	0.192204443693358
AC025287.1	0.0470132852917031
AC026150.9	0.114371359811310
AC026458.1	0.114371359811310
AC026458.2	0.114371359811310
AC026703.1	0.114371359811310
AC027045.1	0.0469133292631762
AC027323.1	0.114371359811310
AC037459.4	0.114371359811310
AC037482.1	0.114371359811310
AC037482.2	0.114371359811310
AC037487.1	0.114371359811310
AC040160.1	0.114371359811310
AC051642.1	0.000880994237892983
AC053481.1	0.114371359811310
AC062017.1	0.114371359811310
AC063977.1	0.307483654878265
AC064874.1	0.00368314939046834
AC068020.1	0.114371359811310
AC068473.1	0.050326518037647
AC068533.7	0.114371359811310
AC069029.1	0.0487916519600653
AC069154.2	0.237025152146052
AC069257.9	0.114371359811310
AC069368.3	0.114371359811310
AC073043.2	0.114371359811310
AC073063.1	0.114371359811310
AC073082.1	0.114371359811310
AC073263.1	0.114371359811310
AC073343.1	0.114371359811310
AC073346.2	0.114371359811310
AC073348.1	0.114371359811310
AC073610.1	0.114371359811310
AC073610.5	0.114371359811310
AC074091.13	0.114371359811310
AC074212.3	0.114371359811310
AC074378.1	0.114371359811310
AC074378.2	0.114371359811310
AC074378.3	0.114371359811310
AC074389.6	0.114371359811310
AC078802.1	0.0898180932179217
AC078899.2	0.028864114393747
AC078953.1	0.114371359811310
AC079135.1	0.114371359811310
AC079341.1	0.114371359811310
AC079354.1	0.114371359811310
AC079612.1	0.00917170578446446
AC079953.1	0.114371359811310
AC083862.1	0.114371359811310
AC083864.4	0.114371359811310
AC083883.1	0.0841374700300588
AC084082.3	0.114371359811310
AC084121.16	0.114371359811310
AC084851.1	0.114371359811310
AC087289.1	0.024177354417325
AC087491.2	0.114371359811310
AC087645.1	0.102753620921043
AC087645.2	0.114371359811310
AC087645.3	0.114371359811310
AC087650.2	0.0846505047078236
AC090186.1	0.114371359811310
AC090324.1	0.114371359811310
AC090616.2	0.114371359811310
AC090699.1	0.114371359811310
AC091132.2	0.114371359811310
AC091132.3	0.000122408939514854
AC091167.2	0.114371359811310
AC091172.1	0.114371359811310
AC091435.1	0.108732222274376
AC091435.2	0.0605233813673744
AC091801.1	0.103859521522849
AC092031.1	0.0696515509407232
AC092067.1	0.0275181082312005
AC092171.1	0.114371359811310
AC092295.7	0.114371359811310
AC092327.1	0.166932402629214
AC092329.1	0.114371359811310
AC092535.1	0.114371359811310
AC092675.3	0.192204443693358
AC092687.4	0.114371359811310
AC092811.1	0.114371359811310
AC092964.1	0.114371359811310
AC093510.2	0.114371359811310
AC093668.1	0.0243491940730882
AC093726.4	0.114371359811310
AC093726.6	0.114371359811310
AC093802.1	0.114371359811310
AC096644.1	0.114371359811310
AC097381.1	0.114371359811310
AC099489.1	0.200029242191778
AC099552.4	0.114371359811310
AC099738.1	0.114371359811310
AC099797.1	0.104982341803730
AC100775.1	0.114371359811310
AC100788.1	0.213331209906167
AC100793.1	0.114371359811310
AC100808.7	0.114371359811310
AC102948.1	0.114371359811310
AC102948.2	0.0567295053326522
AC103588.1	0.114371359811310
AC103681.1	0.0567295053326522
AC103702.1	0.114371359811310
AC103710.1	0.114371359811310
AC103801.2	0.114371359811310
AC103810.1	0.114371359811310
AC103810.2	0.114371359811310
AC104024.2	0.114371359811310
AC104439.7	0.114371359811310
AC104472.1	0.114371359811310
AC104537.1	0.098577814076869
AC104667.3	0.114371359811310
AC104794.4	0.114371359811310
AC104809.3	0.114371359811310
AC104819.4	0.114371359811310
AC104942.1	0.114371359811310
AC105020.1	0.114371359811310
AC105052.1	0.114371359811310
AC106017.3	0.114371359811310
AC106722.1	0.114371359811310
AC106782.18	0.114371359811310
AC106873.4	0.114371359811310
AC106876.2	0.114371359811310
AC107021.1	0.114371359811310
AC108002.1	0.114371359811310
AC108463.3	0.114371359811310
AC108938.5	0.114371359811310
AC109135.1	0.114371359811310
AC109315.1	0.114371359811310
AC109486.1	0.114371359811310
AC109829.1	0.114371359811310
AC110373.1	0.114371359811310
AC110491.1	0.114371359811310
AC110619.2	0.0666343344033242
AC110781.3	0.114371359811310
AC111177.1	0.114371359811310
AC111200.1	0.114371359811310
AC112502.1	0.114371359811310
AC112512.1	0.114371359811310
AC112715.2	0.114371359811310
AC112721.1	0.192204443693358
AC114546.1	0.0489317016160925
AC114772.1	0.114371359811310
AC114783.1	0.114371359811310
AC114947.1	0.114371359811310
AC115618.1	0.114371359811310
AC115989.1	0.114371359811310
AC117834.1	0.184878305724782
AC118274.1	0.114371359811310
AC118344.1	0.114371359811310
AC118758.1	0.0911039569434769
AC118758.2	0.0493063561850512
AC118759.1	0.114371359811310
AC120045.3	0.114371359811310
AC120194.1	0.114371359811310
AC124890.1	0.140094514187316
AC125494.1	0.114371359811310
AC126281.3	0.114371359811310
AC126327.1	0.114371359811310
AC126327.2	0.114371359811310
AC126327.5	0.114371359811310
AC126327.6	0.114371359811310
AC127032.1	0.114371359811310
AC127032.2	0.114371359811310
AC127032.5	0.114371359811310
AC127032.6	0.114371359811310
AC127496.1	0.114371359811310
AC129492.6	0.114371359811310
AC130352.1	0.114371359811310
AC131097.4	0.114371359811310
AC131180.1	0.114371359811310
AC131971.1	0.114371359811310
AC132216.1	0.171225858709962
AC133485.1	0.114371359811310
AC133919.6	0.114371359811310
AC133919.7	0.123856942754611
AC134882.1	0.114371359811310
AC135050.1	0.114371359811310
AC135178.1	0.114371359811310
AC135352.1	0.0613431169337724
AC135724.1	0.114371359811310
AC136604.1	0.00386458050209863
AC138035.1	0.0402541110325599
AC138035.2	0.114371359811310
AC138647.1	0.114371359811310
AC138688.1	0.114371359811310
AC138688.2	0.114371359811310
AC138688.3	0.114371359811310
AC138688.4	0.114371359811310
AC138688.5	0.114371359811310
AC138688.6	0.114371359811310
AC138688.8	0.114371359811310
AC138969.4	0.114371359811310
AC139426.2	0.114371359811310
AC139677.1	0.114371359811310
AC139677.2	0.114371359811310
AC139677.4	0.114371359811310
AC139677.5	0.114371359811310
AC139677.6	0.114371359811310
AC139677.7	0.114371359811310
AC139677.8	0.114371359811310
AC140481.2	0.109714500139187
AC142381.1	0.114371359811310
AC144568.2	0.114371359811310
AC145205.1	0.114371359811310
AC145291.1	0.231734160296948
AC145676.2	0.114371359811310
AC174065.1	0.114371359811310
AC174470.1	0.114371359811310
AC208786.1	0.114371359811310
AC211429.1	0.114371359811310
AC211433.1	0.114371359811310
AC211486.1	0.114371359811310
AC213223.1	0.114371359811310
AC217770.1	0.114371359811310
AC217770.3	0.114371359811310
AC217770.4	0.114371359811310
AC217770.5	0.114371359811310
AC217772.1	0.114371359811310
AC217775.1	0.114371359811310
AC217775.2	0.114371359811310
AC217778.1	0.114371359811310
AC217778.2	0.114371359811310
AC217778.3	0.114371359811310
AC217778.4	0.114371359811310
AC217779.2	0.114371359811310
AC225613.1	0.114371359811310
AC225613.10	0.114371359811310
AC225613.5	0.114371359811310
AC225613.6	0.114371359811310
AC225613.8	0.114371359811310
AC225613.9	0.114371359811310
AC226150.2	0.114371359811310
AC226150.4	0.114371359811310
AC226496.1	0.114371359811310
AC226770.1	0.114371359811310
AC233263.1	0.114371359811310
AC233701.1	0.114371359811310
AC233723.1	0.235385391439982
AC242308.1	0.114371359811310
AC245150.1	0.114371359811310
ACAA1	0.667476775213218
ACAA2	0.0134908896805712
ACACA	0.982900636750393
ACACB	0.421754893013774
ACAD10	0.339224051068704
ACAD11	0.114371359811310
ACAD8	0.992254211064972
ACAD9	0.998522273866115
ACADL	0.296270337687393
ACADM	0.99426385158561
ACADS	0.708784269371967
ACADSB	0.872087153776719
ACADVL	0.802200028964795
ACAN	0.554743565828733
ACAP1	0.549065231185629
ACAP2	0.718714824912254
ACAP3	0.78140813875094
ACAT1	0.922784441838243
ACAT2	0.347813347633028
ACBD3	0.66411250864202
ACBD4	0.0141928979462067
ACBD5	0.418351898163362
ACBD6	0.800905186959344
ACBD7	0.170089663370078
ACCN1	0.657316490097261
ACCN2	0.959589494373063
ACCN3	0.88728331777722
ACCN4	0.317821740467648
ACCN5	0.094988124328534
ACCS	0.81940292007605
ACCSL	0.00916449019031856
ACD	0.7781762762485
ACE	0.724522891682193
ACE2	0.0433210518562664
ACER1	0.30842651762095
ACER2	0.900367277747632
ACER3	0.823602208061275
ACHE	0.998478149005696
ACIN1	0.948457020204436
ACLY	0.957918134444355
ACMSD	0.993790017359783
ACN9	0.0740333102180983
ACO1	0.999176374255573
ACO2	0.987250963923445
ACOT1	0.43462755167164
ACOT11	0.891519058149829
ACOT12	0.778789914611105
ACOT13	0.234229409964266
ACOT2	0.78428599715135
ACOT4	0.172215273072816
ACOT6	0.0644544050978967
ACOT7	0.415194251430191
ACOT8	0.980658250198595
ACOT9	0.777385199570498
ACOX1	0.993710526201502
ACOX2	0.174591407150710
ACOX3	0.82782319208093
ACOXL	0.116505737673335
ACP1	0.996508117252892
ACP2	0.994384971715042
ACP5	0.994611281249128
ACP6	0.593744343221777
ACPL2	0.0616732530492135
ACPP	0.905244127260517
ACPT	0.850774951784522
ACR	0.365165819660075
ACRBP	0.172075974797251
ACRC	0.104955886685162
ACRV1	0.0198706361276142
ACSBG1	0.230002812312792
ACSBG2	0.413638382592254
ACSF2	0.0833319350493497
ACSF3	0.300365138593588
ACSL1	0.579040312173798
ACSL3	0.996821966422052
ACSL4	0.872137290111398
ACSL5	0.790821702240675
ACSL6	0.954175105310576
ACSM1	0.540634391883594
ACSM2A	0.106978634576421
ACSM2B	0.114371359811310
ACSM3	0.275861267468272
ACSM4	0.0828275307435604
ACSM5	0.175542271756537
ACSS1	0.561473160642605
ACSS2	0.859029485132625
ACSS3	0.290719316153623
ACTA1	0.82404759897651
ACTA2	0.834315493588259
ACTB	0.999758115278353
ACTBL2	0.92766319940771
ACTC1	0.862465550007591
ACTG1	0.970270846667143
ACTG2	0.701598502474855
ACTL10	0.114371359811310
ACTL6A	0.857056362710288
ACTL6B	0.94373609952499
ACTL7A	0.695020008828791
ACTL7B	0.212013016350624
ACTL8	0.171101975485103
ACTL9	0.114371359811310
ACTN1	0.773615111625783
ACTN2	0.927228294686305
ACTN3	0.53917561279198
ACTN4	0.874306778856412
ACTR10	0.0995140072423929
ACTR1A	0.965226731155893
ACTR1B	0.317523865999861
ACTR2	0.993147486794163
ACTR3	0.937351809080587
ACTR3B	0.815532965504901
ACTR3C	0.230912229909725
ACTR5	0.791935830060535
ACTR6	0.735745156131431
ACTR8	0.886535666743282
ACTRT1	0.123181773059263
ACTRT2	0.199592994205530
ACVR1	0.998475139703966
ACVR1B	0.997186480590034
ACVR1C	0.765007006750093
ACVR2A	0.920478416764378
ACVR2B	0.99744194698487
ACVRL1	0.99929350049329
ACY1	0.983538161199599
ACY3	0.889491414774587
ACYP1	0.767137007278077
ACYP2	0.741639676991141
ADA	0.965831998894373
ADAD1	0.233188163990925
ADAD2	0.139904623408182
ADAL	0.55089366273061
ADAM1	0.53917561279198
ADAM10	0.988335963082744
ADAM11	0.62714243621806
ADAM12	0.435982261673984
ADAM15	0.687358588220934
ADAM17	0.970319763083004
ADAM18	0.0694503946296847
ADAM19	0.439545268054678
ADAM2	0.345623411305757
ADAM20	0.0240634713067075
ADAM21	0.114371359811310
ADAM22	0.523081599225604
ADAM23	0.256299375527020
ADAM28	0.122342861866247
ADAM29	0.292671885359538
ADAM30	0.285531846461447
ADAM32	0.0570642303454557
ADAM33	0.352455861333712
ADAM7	0.081952110231969
ADAM8	0.114371359811310
ADAM9	0.932569455055581
ADAMDEC1	0.18684766378921
ADAMTS1	0.829450284109684
ADAMTS10	0.221088335886592
ADAMTS12	0.160011062573760
ADAMTS13	0.149621615830172
ADAMTS14	0.105798649196040
ADAMTS15	0.252339511930509
ADAMTS16	0.186820467464442
ADAMTS17	0.382016946705188
ADAMTS18	0.159659235981454
ADAMTS19	0.255506923430395
ADAMTS2	0.212844340243418
ADAMTS20	0.0458108729353191
ADAMTS3	0.143751323343644
ADAMTS4	0.172304224528656
ADAMTS5	0.291923179585451
ADAMTS6	0.381629162878518
ADAMTS7	0.1089369067177
ADAMTS8	0.39351043941563
ADAMTS9	0.351604421463723
ADAMTSL1	0.162396480524897
ADAMTSL2	0.246672281532626
ADAMTSL3	0.0560531829432417
ADAMTSL4	0.852521856771787
ADAMTSL5	0.409042830505143
ADAP1	0.652623460355567
ADAP2	0.511952275900817
ADAR	0.989358422315157
ADARB1	0.79834461738386
ADARB2	0.785338336038893
ADAT1	0.91610355581284
ADAT2	0.378256569862153
ADAT3	0.854011081578033
ADC	0.52968117326478
ADCK1	0.735374445991707
ADCK2	0.89597084590586
ADCK3	0.114371359811310
ADCK4	0.912578913999028
ADCK5	0.941728799990892
ADCY1	0.398754657760792
ADCY10	0.151932893127924
ADCY2	0.830764639391389
ADCY3	0.489351447505914
ADCY4	0.645198690273738
ADCY5	0.94488102583952
ADCY6	0.501061597169641
ADCY7	0.71090041093926
ADCY8	0.489522002414096
ADCY9	0.563025819508499
ADCYAP1	0.57434905639703
ADCYAP1R1	0.391137031243464
ADD1	0.582399730683613
ADD2	0.796618757026822
ADD3	0.190340657509895
ADGB	0.114371359811310
ADH1A	0.227207525298302
ADH1B	0.0509297148828923
ADH4	0.277086363473527
ADH5	0.635034512572608
ADH6	0.124284844651910
ADH7	0.184436100604944
ADHFE1	0.0293069787012143
ADI1	0.980527630544135
ADIG	0.153420696142627
ADIPOQ	0.0434413466060642
ADIPOR1	0.302966985633425
ADIPOR2	0.924881341531324
ADK	0.532248433869687
ADM	0.86015869959571
ADM2	0.15391965314278
ADNP	0.881071400133337
ADNP2	0.896986481731587
ADO	0.258636966496750
ADORA1	0.59509650058498
ADORA2A	0.558849050425402
ADORA2B	0.352701076792876
ADORA3	0.659291087092186
ADPGK	0.492174554841707
ADPRH	0.243360772579373
ADPRHL1	0.543873073029051
ADPRHL2	0.967754068741595
ADRA1A	0.080902248542681
ADRA1B	0.876935381434664
ADRA1D	0.161309058945887
ADRA2A	0.635376215872184
ADRA2B	0.449646593024214
ADRA2C	0.825048067906551
ADRB1	0.780723766323553
ADRB2	0.429739064283216
ADRB3	0.447621560862107
ADRBK1	0.990900637790888
ADRBK2	0.987330490143535
ADRM1	0.96715007366697
ADSL	0.957838763436847
ADSS	0.954791819295224
ADSSL1	0.683368460391703
ADTRP	0.114371359811310
AE000662.92	0.114371359811310
AEBP1	0.108418540257516
AEBP2	0.992908159404417
AEN	0.207898683184947
AES	0.495949939709102
AF127577.1	0.114371359811310
AF131215.2	0.114371359811310
AF131215.3	0.114371359811310
AF131215.4	0.114371359811310
AF131215.5	0.114371359811310
AF131215.6	0.114371359811310
AF131216.5	0.114371359811310
AF131216.6	0.114371359811310
AF165138.7	0.114371359811310
AF186192.1	0.0557292295491884
AF186192.2	0.114371359811310
AF196779.12	0.114371359811310
AF274858.1	0.114371359811310
AF274858.2	0.114371359811310
AFAP1	0.778454454674268
AFAP1L1	0.569512540887596
AFAP1L2	0.195801640209851
AFF1	0.927615922882688
AFF2	0.0786359126249453
AFF3	0.891592938502058
AFF4	0.98194579339039
AFG3L1	0.230912229909725
AFG3L2	0.97555305706733
AFM	0.0326520024095909
AFMID	0.902324818796841
AFP	0.928386646233204
AFTPH	0.312845767028285
AGA	0.532199532229997
AGAP1	0.365410101090127
AGAP10	0.0698710427509322
AGAP2	0.530356557095566
AGAP3	0.330757941605411
AGAP4	0.0172471976386612
AGAP5	0.0388828362649664
AGAP6	0.0344100264134037
AGAP7	0.0223367152647896
AGAP8	0.0346208345823414
AGAP9	0.114371359811310
AGBL1	0.0740680244105285
AGBL2	0.505625270170156
AGBL3	0.583314387869157
AGBL4	0.0653827790184478
AGBL5	0.0761143656132133
AGER	0.019191014377705
AGFG1	0.985603701938255
AGFG2	0.91611775123071
AGGF1	0.826773487500998
AGK	0.877776186959837
AGL	0.870696216991318
AGMAT	0.946101854127817
AGMO	0.114371359811310
AGPAT1	0.996366462387843
AGPAT2	0.986061079086938
AGPAT3	0.985128628913871
AGPAT4	0.971570109950604
AGPAT5	0.779247571656316
AGPAT6	0.977311678942069
AGPAT9	0.211849149572570
AGPHD1	0.0854344650272354
AGPS	0.997645997433777
AGR2	0.040607716897662
AGR3	0.223830093837369
AGRN	0.88298741376669
AGRP	0.926047662341605
AGT	0.927063965586243
AGTPBP1	0.172148982335456
AGTR1	0.636276141646
AGTR2	0.658665932820499
AGTRAP	0.901908834405548
AGXT	0.266447900093709
AGXT2	0.337223228872581
AGXT2L1	0.230284972039035
AGXT2L2	0.150157117602938
AHCTF1	0.293661895567259
AHCY	0.999610193185747
AHCYL1	0.956955300031656
AHCYL2	0.862811394709684
AHDC1	0.52560473713625
AHI1	0.206653314346654
AHNAK	0.99816992225931
AHNAK2	0.0501871660375602
AHR	0.713834865474297
AHRR	0.53917561279198
AHSA1	0.55988676239829
AHSA2	0.00285994229279285
AHSG	0.595613175616334
AHSP	0.731196952393116
AICDA	0.963976822243824
AIDA	0.640078811235155
AIF1	0.0995624866485942
AIF1L	0.999705471611976
AIFM1	0.77303998878898
AIFM2	0.447118868913156
AIFM3	0.156538400336786
AIG1	0.635210405662375
AIM1	0.114185153156258
AIM1L	0.200853039745675
AIM2	0.888714661544697
AIMP1	0.477452583195715
AIMP2	0.578261277707627
AIP	0.960017611186131
AIPL1	0.959382515570398
AIRE	0.922513408289741
AJAP1	0.649785072240633
AJUBA	0.114371359811310
AK1	0.959947532480462
AK2	0.991379578850815
AK2B	0.114371359811310
AK3	0.126171018786841
AK4	0.0574957707902436
AK5	0.355121466525881
AK7	0.0412672953080945
AK8	0.114371359811310
AKAP1	0.969318842046034
AKAP10	0.955548394999674
AKAP11	0.73840250816168
AKAP12	0.718632468928952
AKAP13	0.955749590679094
AKAP14	0.713905693171111
AKAP17A	0.114371359811310
AKAP2	0.781199836008485
AKAP3	0.419695753076168
AKAP4	0.443758469626116
AKAP5	0.312217249862319
AKAP6	0.525440958365456
AKAP7	0.554288595162499
AKAP8	0.961584123408677
AKAP8L	0.979009090895419
AKAP9	0.443688305296051
AKD1	0.124258974836462
AKIP1	0.114371359811310
AKIRIN1	0.189033790913184
AKIRIN2	0.967411837430166
AKNA	0.0483796703943288
AKNAD1	0.114371359811310
AKR1A1	0.994878043961776
AKR1B1	0.826264648047729
AKR1B10	0.91572513870045
AKR1B15	0.114371359811310
AKR1C1	0.6844199286392
AKR1C2	0.907528150371117
AKR1C3	0.984669996927003
AKR1C4	0.334075899165308
AKR1CL1	0.0213967664606859
AKR1CL2	0.235000506754194
AKR1D1	0.942989186504017
AKR1E2	0.230912229909725
AKR7A2	0.926485086633281
AKR7A3	0.728648592024266
AKT1	0.994122745331637
AKT1S1	0.991841932002776
AKT2	0.983101692750228
AKT3	0.996980692966898
