Gene	score
EBF3	3.684703849
RTF1	3.682925042
NAV1	3.681957863
ACTL6B	3.679204272
HTRA2	3.678806754
PRKCB	3.677088093
FBXL16	3.671410844
SLX1A	3.671379042
SLX1B	3.671379042
SMARCA5	3.671351389
FEM1A	3.667101056
PRAMEF22	3.664821722
BAI2	3.664358527
ROCK2	3.662789194
WNK1	3.660979969
KCNQ4	3.66054097
ZNF236	3.658133048
ZIC2	3.656352858
FZD1	3.656318291
ZNF605	3.654685356
IGF2BP1	3.654241518
PPP4C	3.652147462
INA	3.648783422
TRPC7	3.648026409
ABCC5	3.647494772
PRRC2A	3.647383467
SPDYE2	3.647197497
SPDYE2L	3.647197497
IRX5	3.646773708
PLXNA4	3.644858017
KCNJ9	3.643997995
BCR	3.643119999
FMN2	3.642846921
ARC	3.641735253
PLXNB1	3.641145543
GPR4	3.64060561
SF3A1	3.639558928
FIZ1	3.637249175
NOS1	3.635604487
SF1	3.634638691
ESPL1	3.633207625
SLC7A5	3.632996768
SATB1	3.632234916
SRSF2	3.630467862
EDC4	3.630151921
ACTC1	3.629365181
KCNN3	3.628483036
IRS4	3.628481654
MEN1	3.628035051
DDX39B	3.626577715
PDE2A	3.626499594
HTT	3.626247256
ACTN4	3.626179505
PURA	3.62570041
PTCHD2	3.62412209
FOXD4L1	3.619566187
PLCL2	3.614798044
EZH1	3.613270883
CAMSAP3	3.612177881
AGO3	3.61196011
STAT1	3.610530427
KCNH3	3.609207211
PHOX2B	3.609127707
IPO7	3.608397656
SLC17A7	3.605483676
KCNV1	3.60283586
DNM2	3.600123058
RXRB	3.598125097
TENM2	3.597912857
KIAA0100	3.597628718
THRA	3.596749339
SKOR1	3.593676351
FEZF2	3.591089372
SLCO3A1	3.589767538
EGR3	3.589163311
NLGN2	3.589010526
LHX5	3.58598524
GCK	3.585821393
TRIM24	3.585499922
KCNK9	3.583856617
SRCAP	3.581945073
PCBP1	3.581801276
DENND4B	3.580017629
UBE3A	3.579894571
GRM3	3.57965606
HNRNPR	3.579655369
WHSC1L1	3.578728288
ATP13A1	3.577488723
ARGLU1	3.575762457
SIN3A	3.574443388
MRC2	3.574063845
INPP4A	3.573798372
CLIP3	3.573221106
HNRNPU	3.569660036
PTPN20A	3.565590833
PTPN20B	3.565590833
CDK19	3.563924714
ADCY5	3.562065711
SMARCC2	3.561825818
KCNH2	3.561511951
PAQR9	3.555016851
TNIK	3.549688035
PTGER3	3.547854612
RBM15B	3.547354085
ABHD17A	3.547193004
CLEC18A	3.545682435
NKX2-1	3.545459825
WNT8B	3.545047789
SLC4A10	3.544575606
POU3F3	3.544008711
NSF	3.541909815
HLA-B	3.539126497
KCNH5	3.538464197
DICER1	3.538210477
MYO5A	3.535971932
NRXN2	3.533980193
MACF1	3.53394217
PPP1R13L	3.533546034
ADAMTS15	3.531334451
RTN4RL2	3.531008832
PRLHR	3.527618521
TFAP2A	3.525794777
AGAP3	3.525309459
HNRNPK	3.52051228
PC	3.519895608
GRIK5	3.519809883
KCNT1	3.51954994
CPEB4	3.516859261
DOPEY1	3.515343853
MYOD1	3.511092829
CSMD2	3.511049275
NLGN4X	3.508693202
LHX1	3.508550787
FBXL19	3.505694879
USP22	3.503504036
FOXL2	3.503451494
SCN5A	3.503386509
BPTF	3.502298346
AMY1A	3.500139996
AMY1C	3.500139996
AMY1B	3.500139996
RICTOR	3.499866918
QRICH1	3.49964569
CUX1	3.498707548
SRCIN1	3.497761109
NACC1	3.49592976
ZMYND11	3.494072141
CLASRP	3.493805285
STAT5A	3.490121157
UBAP2L	3.489174027
CHD6	3.488672117
KIF1A	3.488555281
SOX2	3.487246582
CHRNE	3.482477748
GRIA1	3.478340103
SLC6A1	3.477784269
SOBP	3.477668124
COL1A1	3.477092241
KIF1B	3.475907983
ACTA2	3.475842306
STXBP1	3.473582329
SLC12A6	3.473088024
MED13L	3.47195216
ACLY	3.471221418
GFOD1	3.470427764
GRM1	3.468792063
ADAMTS5	3.466754697
TENM3,TENM1	3.466747783
PLXND1	3.465864256
RERE	3.465569056
KLHL15	3.464736687
PDPK1	3.464095128
STAG1	3.463264833
PCDH11Y	3.460557562
RBM47	3.458767694
DHX40	3.456072175
CHD9	3.453329646
GLG1	3.45243091
KLHL36	3.451988455
ROCK1	3.451687724
CASKIN1	3.450889231
CSNK1A1	3.449511398
EEF1A1	3.449436043
MARK2	3.446251059
SSTR1	3.446002869
TOP2A	3.443035656
PRAMEF6	3.440792271
ONECUT2	3.44049707
CHRFAM7A	3.438301388
ANKRD34A	3.438012409
XKR6	3.437665359
SHH	3.436410584
AP3D1	3.435049344
TCF4	3.434060734
MEIS2	3.433678425
PRDM15	3.433218687
TUBG1	3.432725764
CIT	3.430218981
BCL9L	3.426222368
GPR88	3.426160839
BRSK2	3.425776457
KIF5C	3.424304603
SULT1A3	3.423320832
SULT1A4	3.423320832
B4GALNT4	3.42203633
PANK1	3.420807826
PACS1	3.42050986
SAMD4B	3.420282411
CPNE9	3.419456956
EBF1	3.41850153
B3GAT1	3.418312795
GNB1	3.415877219
KAT7	3.415418172
SMARCB1	3.414748959
CDC27	3.413770027
UBE2O	3.413572305
TRA2B	3.412662507
KHSRP	3.412428836
AQR	3.411946975
ANXA8	3.41169118
ANXA8L1	3.41169118
FBXL18	3.411322007
IRF2BPL	3.410491713
WIZ	3.407324012
SLC4A8	3.405247239
NEURL4	3.403946836
TEX28	3.399950224
ADRB1	3.399616309
CSNK2A1	3.399014155
COPA	3.397379146
SRGAP2	3.395993018
EML3	3.395991635
TNPO1	3.395747593
PCDHGC3	3.395168945
PRDM10	3.395000951
TCERG1	3.393191725
TCF7L2	3.39286334
ZNF462	3.389987383
MNX1	3.389096251
CT47A7	3.389004995
CT47A6	3.388956601
CSNK1E	3.387693531
TAOK2	3.386478162
CDK5R1	3.385808949
FOXB1	3.385629202
MAP3K12	3.379450042
SOX17	3.377640125
CLASP2	3.376012721
CHD7	3.375099466
JUN	3.372978448
SRRT	3.37247792
RBM39	3.372262224
PROX1	3.371710538
ACO2	3.370762025
ZFP36L1	3.370431566
XPO4	3.370063084
FZD10	3.369914447
MARK4	3.367992534
ZBTB45	3.365149761
PPP1CA	3.364307714
TMEM57	3.363766398
ZFP64	3.363533417
GPR25	3.361059126
GTPBP2	3.360506058
ATP4A	3.359835462
POTEE	3.358855148
SLC9A6	3.355697126
TUBB8	3.355317582
DOCK4	3.354215593
STK35	3.353656994
CAPRIN1	3.353227674
YWHAG	3.352404985
LINGO1	3.352090427
ACVR1B	3.351762734
TRIM39	3.351325809
PPP2R2C	3.351056188
PXDN	3.350905477
HNRNPL	3.350540452
CYP46A1	3.3493956
HOXB8	3.346843188
TM9SF3	3.346617121
WDR33	3.346442213
SP6	3.346129729
ASIC2	3.344791303
ZSCAN10	3.344554175
BRD3	3.344529287
VCPIP1	3.344053648
TUBA4A	3.341111322
ZNF536	3.340579685
RAPGEF2	3.338813322
STT3A	3.338619057
HDAC3	3.337261273
FAM83H	3.336314834
SMU1	3.335653226
OPRD1	3.334410895
USP11	3.334253962
HELZ	3.333534973
KCNG3	3.333317202
SEC61A1	3.332701913
PIAS1	3.332118426
RNF20	3.331800411
IK	3.331659379
PRAMEF13	3.331228677
GDF10	3.33122522
RUVBL2	3.328951416
DUX4L2	3.328676265
DUX4L3	3.328676265
DUX4L5	3.328676265
DUX4L6	3.328676265
FEM1B	3.328640315
LRRC7	3.327135277
LRRN4	3.326366512
NBPF15	3.326048497
NBPF15	3.326048497
SETDB1	3.325702138
MEX3D	3.324804093
ARHGAP39	3.31960663
KCNA1	3.317921844
RPS6KA3	3.314773501
EGR4	3.313677042
KAT2A	3.313209699
C3orf58	3.312980176
VARS	3.310965623
PTRF	3.309818006
CLEC18C	3.309716379
ZBTB16	3.309015365
TMCC2	3.308590193
CASK	3.307089303
LPA	3.306202319
KIAA1468	3.304534817
PDE8B	3.302805786
GPAT2	3.300964759
POGZ	3.300605956
VPS51	3.300457319
AUTS2	3.296416461
GPHN	3.295005444
KIAA0368	3.294191742
BEND3	3.293580601
GPR89A	3.293394632
KCNN1	3.290880243
ZBTB12	3.290487565
BHLHE22	3.288830433
BRAF	3.287339913
GNAZ	3.287054391
FBXL15	3.286887779
ABCG1	3.284790266
NOA1	3.284374082
SCUBE3	3.282181165
MLLT6	3.281836188
EIF2S3	3.279624605
SPEN	3.278248155
MEGF8	3.278118875
PIP5K1C	3.274140237
POTEB	3.272673914
GRIA3	3.272010923
PSMC5	3.270214141
DLGAP1	3.269578804
PRAMEF18	3.269490313
PRAMEF19	3.269490313
C3	3.269482017
MAFB	3.267591213
HS3ST3B1	3.266643392
THOC3	3.266324686
NOTCH2	3.266139408
PPP1R16B	3.266038473
TLK1	3.26505885
NIPA1	3.264721478
SMARCC1	3.26276638
ABCG4	3.262019738
BTAF1	3.259384365
CREBZF	3.258797421
TUBB6	3.258480098
CHST2	3.258209786
CPSF1	3.257945004
B3GNT1	3.257833008
HCFC2	3.257528129
POU4F1	3.256064571
CKMT1B	3.255942896
C2CD5	3.254239444
PAX6	3.253694672
NAGS	3.25327987
HAS2	3.253156812
PITX3	3.251983615
FBXL14	3.251196875
TOP3B	3.250891305
BAZ1A	3.25031957
PRR21	3.248976996
RHOB	3.248698387
NR4A2	3.248445359
FAM115C	3.248372768
ACOT1	3.248324375
ZNF319	3.247955201
CPSF6	3.2478197
HIVEP2	3.247692494
IPO5	3.246504088
EGR2	3.244090634
KBTBD6	3.243592181
SCO2	3.243370954
ZNF689	3.243191898
DNM3	3.242879414
EIF3I	3.241339809
MEX3A	3.240276534
PAK2	3.239471819
SAFB	3.238759744
ZNF219	3.238681623
CACNG2	3.238183861
ASAH2	3.237657063
DHH	3.236122989
EIF4A2	3.23601998
RBM38	3.23576142
KIF2A	3.235598956
MYCN	3.233867851
FMNL3	3.23384158
PI4KB	3.232595793
LTB	3.232039959
CADM4	3.231582986
KCNQ5	3.231267737
NR2F1	3.23069462
SOX4	3.230366926
HMGCR	3.228909591
AKT1	3.228592267
CADPS	3.221228849
APBA1	3.220805752
LRFN3	3.220528526
INO80	3.219290344
PSMD1	3.219040772
EFTUD2	3.21895712
ZNF768	3.218607304
PLCB4	3.217912511
PDZD8	3.2173788
ATAD2B	3.215015123
TSC22D2	3.214641802
PRAMEF16	3.213873036
XAB2	3.211365561
NR4A3	3.210377642
ZNF282	3.21037142
STAT5B	3.20972433
KAT8	3.208176429
RBM14	3.205551427
DEF6	3.204374773
DDX41	3.20393301
TECR	3.200721063
C1QTNF4	3.200405814
LRRC73	3.200183204
BIRC6	3.199929484
ZNF503	3.199662628
PPFIA2	3.19958589
FBXO46	3.199189754
CDK8	3.198579996
ADRBK1	3.198206675
DAPK1	3.198132702
RSBN1	3.197567189
IL6ST	3.196970566
ARHGEF7	3.195577525
NSD1	3.190120811
VAV1	3.188158109
RARA	3.186267305
ELAVL1	3.183094074
TRIM46	3.182249952
MGAT3	3.182193954
ZAP70	3.180552032
SRF	3.179815759
ADCY3	3.179589001
HNRNPH1	3.177786688
EML5	3.177499784
NCF1	3.176388807
HCN1	3.17430996
WDR44	3.174190359
EIF3D	3.17266389
EVX2	3.17095076
F12	3.170401839
ZMYM4	3.170175772
ZNRF3	3.166580134
RPS6KA1	3.163289376
ADAR	3.162998324
MYO18A	3.162234397
TSC1	3.161836188
KDM6B	3.161702069
KCNK12	3.161621183
RBM15	3.160653312
PRR20A	3.160631881
PRR20E	3.160631881
CHST8	3.158553034
CYLD	3.157890734
COMP	3.156772153
FAM84B	3.156503223
MAP2K7	3.15419347
AFF4	3.153896196
ACTN1	3.153197947
NYNRIN	3.151632762
SP8	3.14707202
TMEM30B	3.146886742
CUX2	3.144756736
ZNF322	3.143579391
SPTBN2	3.142842427
EIF4A1	3.141670613
PRMT1	3.140610795
WNT1	3.140427591
SEMA3F	3.14036468
SETD1A	3.140301768
DGKZ	3.140218116
CELF2	3.140088837
TPR	3.139515719
ASIC1	3.138950207
RHOV	3.138240896
FRYL	3.137965053
GDF11	3.137856513
GRM5	3.136634231
HCN4	3.135031715
ADRA2C	3.134930089
CTNNA1	3.134697108
ADRA2A	3.134422648
CORO1A	3.132968769
SNRK	3.130280855
GALR2	3.130207574
HIST2H3A	3.130187525
HIST2H3C	3.130187525
BRPF3	3.130027135
GIT1	3.129949014
SMARCA1	3.128369312
LMNA	3.128049223
PRDM8	3.126475051
CLCN3	3.125964846
ZNF835	3.125133169
CUL5	3.124862165
ATP6V1A	3.124797179
AHCYL1	3.124676887
HNRNPA0	3.122955461
KIF3B	3.121510569
METTL3	3.121234726
SERBP1	3.121049448
UNC5A	3.120238511
CDC73	3.119325948
TP63	3.117829897
TMEM102	3.117764911
WDTC1	3.11610294
PPP3CB	3.115382568
MDC1	3.115246375
CFB	3.115081837
XKR4	3.114492127
TADA2B	3.114250851
RALGAPA1	3.113444062
GATA3	3.112344147
LRP4	3.108747127
ETF1	3.108689746
MORC2	3.107867747
PRAMEF14	3.10751171
GTF3C4	3.107280112
DDN	3.106401424
TRPM3	3.105809641
CARD11	3.104785772
NACC2	3.104509238
GOLGA6L1	3.104213346
RBM5	3.103994884
CNOT6L	3.102835514
NPIPA1	3.10168444
CACNG3	3.100257523
SRSF10	3.100253375
TRPC5	3.100135847
NOTCH3	3.095441677
KPNA6	3.094966729
GPR89B	3.094912114
ZNF672	3.094344527
OR2A1	3.092860921
ITCH	3.089221729
HIPK2	3.089080005
SRGAP3	3.087754023
CELF4	3.085951019
ILF2	3.085088232
TRADD	3.084737033
SLC9A1	3.084612593
TRIM14	3.08365371
NBPF14	3.081642614
ZBTB18	3.081619109
MGEA5	3.0808697
MAP1S	3.080728668
CPSF3	3.080665065
DAZAP1	3.080252338
NTN1	3.079728996
MEPCE	3.077491834
MOS	3.076430633
GRM7	3.075131613
RPS9	3.074212828
DCAF7	3.074149916
SPOP	3.071841546
NOS3	3.070184414
PELI3	3.070159526
PTPRU	3.070053751
PRDM12	3.068644118
PCDHGA10	3.068563923
EPHB2	3.068261809
PABPC4	3.065946525
ERBB2	3.065365803
RLIM	3.064878411
FJX1	3.064559705
CELF5	3.06388911
DNAJC7	3.061292452
CHRM1	3.061038732
PIK3AP1	3.060935032
TIAL1	3.060492577
NAA15	3.060403394
TAF4	3.059503275
SRSF11	3.058528492
RLTPR	3.055412641
CFC1B	3.05506006
CFC1	3.05506006
DENND3	3.05502411
MARK1	3.054634888
PITX1	3.053001953
B3GNT6	3.052630014
PTBP1	3.051991911
HECA	3.051801103
PPP1R10	3.051272922
DPYSL2	3.050694274
TAGAP	3.050663855
CDC42BPB	3.050464751
CUL4B	3.047865328
FGFR1	3.047846662
RING1	3.04655732
SRSF1	3.045238252
ZNF648	3.045236869
FLT4	3.042560017
KCND2	3.04212724
MAP1A	3.04158385
PSMC4	3.04078674
SEC61A2	3.040314558
PCDH7	3.038304153
RIMS1	3.037775281
SOX5	3.037362554
ALKBH5	3.03718972
CACNA2D1	3.036590332
SYK	3.036376709
ZNF787	3.035866503
SALL3	3.035807048
CAMK2G	3.035674312
EIF4A3	3.034846783
SMAD3	3.034521855
ACTR3	3.031974974
CCR10	3.031757894
PLCB1	3.030743013
LCK	3.029732972
SF3B4	3.029436388
CASZ1	3.029309183
SLC23A1	3.028875024
GNAO1	3.028129764
GTF2H2C	3.027911302
GTF2H2D	3.027911302
FURIN	3.027344406
SF3B2	3.026452583
DST	3.026428386
B3GNT9	3.025434245
GNL1	3.025256572
PTPN11	3.024964137
MED25	3.022876994
KIAA2013	3.022628113
COPS4	3.022597694
PRPF3	3.02237785
PRR7	3.022125512
GNA13	3.021833768
SV2A	3.020834788
CMTR1	3.020729705
HTR7	3.020688916
PURB	3.018039717
NRXN3	3.017802589
FADS1	3.016749685
ROBO3	3.015574414
DMRTA2	3.014227691
ATP2B3	3.013716103
HLA-F	3.013052421
KAT5	3.012672186
RASGRF2	3.012111512
IHH	3.011987763
ADCY9	3.0115619
STT3B	3.011028881
FOXF2	3.010367272
WDR82	3.010276016
STX1B	3.010022296
FOXF1	3.009839092
TBC1D25	3.008018804
HIC2	3.0072452
TNFRSF1A	3.007232755
HS3ST2	3.005076479
HEXIM1	3.005026012
KEAP1	3.003439396
ZSWIM4	3.003128986
MATR3	3.002865587
KDM4A	3.002725246
INSM1	3.001799547
ZIC3	3.001731105
RFX1	2.999493251
CAMK2B	2.998765274
NEUROG1	2.998562021
SMARCD2	2.995950155
TNRC18	2.995639745
FBXW11	2.995511848
PCDHGA12	2.994993346
GABRG2	2.994837104
PCBP2	2.994532225
NMT1	2.994341416
HDAC2	2.993122591
KLHL20	2.993061754
PLEKHM3	2.992592337
PRRT1	2.991734389
CASP2	2.991590591
NCK2	2.991092138
EIF2AK4	2.989410809
SMAD4	2.989155706
DLG3	2.988699424
MYO16	2.988617155
RLF	2.98784839
KDM6A	2.985748803
ISYNA1	2.985349211
GNE	2.985226845
UNC5D	2.984425586
STXBP5	2.984079918
OR4F16	2.983021483
OR4F29	2.983021483
OR4F3	2.983021483
ZCCHC3	2.981539951
NPEPPS	2.980920514
GNB2L1	2.980637066
LRP5	2.980481515
ABCC9	2.980435196
IFFO1	2.979799167
LATS2	2.979542681
C1QL3	2.979320071
MYO9B	2.978999983
FADS2	2.978957811
SNW1	2.978855494
PIP4K2B	2.9786156
SP5	2.977482501
GPR39	2.977014466
POLR1A	2.976480064
BAZ2A	2.975835739
