Gene	score
ABT1	0.36988
ABTB1	0.16173
ABTB2	0.42150
ACAA1	0.07126
ACAA2	0.17491
ACACA	0.46791
ACACB	0.16354
ACAD10	0.02150
ACAD8	0.02167
ACAD9	0.10391
ACADL	0.06718
ACADM	0.15704
ACADS	0.21732
ACADSB	0.50662
ACADVL	0.09093
ACAN	0.34070
ACAP1	0.63230
ACAP2	0.35555
ACAP3	0.20316
ACAT1	0.33314
ACAT2	0.11409
ACBD3	0.30042
ACBD4	0.08056
ACBD5	0.15865
ACBD6	0.46704
ACBD7	0.09215
ACCS	0.10508
ACD	0.16210
ACE	0.78058
ACE2	0.90308
ACER1	0.09277
ACER2	0.20772
ACER3	0.28690
ACHE	0.19087
ACIN1	0.75733
ACKR2	0.06726
ACKR3	0.09450
ACKR4	0.20072
ACLY	0.71968
ACMSD	0.16240
ACN9	0.14567
ACO1	0.23917
ACO2	0.46098
ACOT1	0.12819
ACOT11	0.10496
ACOT12	0.13349
ACOT13	0.01854
ACOT2	0.06196
ACOT4	0.05539
ACOT6	0.10668
ACOT7	0.07520
ACOT8	0.21106
ACOT9	0.14996
ACOX1	0.16046
ACOX2	0.10524
ACOX3	0.10720
ACOXL	0.07205
ACP1	0.22267
ACP2	0.17862
ACP5	0.16084
ACP6	0.10093
PXYLP1	0.18199
ACPP	0.18544
ACPT	0.17973
ACR	0.18603
ACRBP	0.51351
ACRC	0.02937
ACRV1	0.08835
ACSBG1	0.09449
ACSBG2	0.12623
ACSF2	0.15736
ACSF3	0.10540
ACSL1	0.24765
ACSL3	0.82697
ACSL4	0.91674
ACSL5	0.14592
ACSL6	0.05423
ACSM1	0.02377
ACSM2A	0.06209
ACSM2B	0.07773
ACSM3	0.25896
ACSM4	0.17056
ACSM5	0.05514
ACSS1	0.13749
ACSS2	0.37909
ACSS3	0.12185
ACTA1	0.90573
ACTA2	0.76679
ACTB	0.99419
ACTBL2	0.61459
ACTC1	0.76812
ACTG1	0.92981
ACTG2	0.89382
ACTL10	0.16929
ACTL6A	0.78479
ACTL6B	0.62233
ACTL7A	0.31773
ACTL7B	0.48731
ACTL8	0.12964
ACTN1	0.68733
ACTN2	0.77327
ACTN3	0.90108
ACTN4	0.47251
ACTR10	0.23550
ACTR1A	0.30412
ACTR1B	0.30657
ACTR2	0.30307
ACTR3	0.69156
ACTR3B	0.23921
ACTR5	0.14981
ACTR6	0.56026
ACTR8	0.56717
ACTRT1	0.05738
ACTRT2	0.04694
ACVR1	0.99535
ACVR1B	0.88541
ACVR1C	0.75935
ACVR2A	0.69088
ACVR2B	0.85887
ACVRL1	0.92997
ACY1	0.08140
ACY3	0.14142
ACYP1	0.31679
ACYP2	0.20016
ADA	0.11131
ADAD1	0.10402
ADAD2	0.06177
ADAL	0.06081
ADAM10	0.98992
ADAM11	0.14806
ADAM12	0.65368
ADAM15	0.10358
ADAM17	0.26201
ADAM18	0.06892
ADAM19	0.71514
ADAM2	0.24145
ADAM20	0.04260
ADAM22	0.32606
ADAM23	0.61616
ADAM28	0.14473
ADAM29	0.09089
ADAM30	0.03172
ADAM32	0.05738
ADAM33	0.11478
ADAM5	0.09807
ADAM7	0.32611
ADAM8	0.35433
ADAM9	0.23427
ADAMDEC1	0.11349
ADAMTS1	0.47523
ADAMTS10	0.28833
ADAMTS12	0.10893
ADAMTS13	0.06820
ADAMTS14	0.21639
ADAMTS15	0.34645
ADAMTS16	0.15638
ADAMTS17	0.24727
ADAMTS18	0.23474
ADAMTS19	0.33648
ADAMTS2	0.33346
ADAMTS20	0.14489
ADAMTS3	0.22292
ADAMTS4	0.08465
ADAMTS5	0.37293
ADAMTS6	0.43090
ADAMTS7	0.12246
ADAMTS8	0.26967
ADAMTS9	0.19769
ADAMTSL2	0.26032
ADAMTSL3	0.29754
ADAMTSL4	0.10654
ADAMTSL4-AS1	0.16311
ADAMTSL5	0.15136
ADAP1	0.17754
ADAP2	0.08301
ADAR	0.12280
ADARB1	0.28156
ADARB2	0.18882
ADAT1	0.13054
ADAT2	0.33152
ADAT3	0.22536
ADC	0.42712
ADCK1	0.14997
ADCK2	0.13361
ADCK3	0.12524
ADCK4	0.13742
ADCK5	0.17130
ADCY1	0.28180
ADCY10	0.25077
ADCY2	0.47816
ADCY8	0.41530
ADCY4	0.09003
ADCY5	0.41750
ADCY6	0.64506
ADCY7	0.48075
ADCY8	0.67666
ADCY9	0.16170
ADCYAP1	0.24697
ADCYAP1R1	0.12974
ADD1	0.50688
ADD2	0.60812
ADD3	0.71912
ADGB	0.17444
ADH1B	0.10541
ADH4	0.17370
ADH5	0.26363
ADH6	0.07506
ADH7	0.13439
ADHFE1	0.24334
ADI1	0.22797
ADIG	0.22628
ADIPOQ	0.16266
ADIPOR1	0.32939
ADIPOR2	0.23239
ADIRF	0.14816
ADK	0.22255
ADM	0.61396
ADM2	0.09264
ADNP	0.90423
ADNP2	0.17091
ADO	0.24296
ADORA1	0.13638
ADORA2A	0.16812
ADORA2B	0.08265
ADORA3	0.10089
ADPGK	0.35271
ADPRH	0.12470
ADPRHL1	0.14867
ADPRHL2	0.25164
ADPRM	0.05514
ADRA1A	0.04348
ADRA1B	0.72420
ADRA1D	0.14449
ADRA2A	0.18963
ADRA2C	0.03325
ADRB1	0.57886
ADRB2	0.16974
ADRB3	0.30367
ADRBK1	0.65543
ADRBK2	0.16613
ADRM1	0.39448
ADSL	0.77056
ADSS	0.71511
ADSSL1	0.25728
ADTRP	0.03391
AEBP1	0.88812
AEBP2	0.83172
AEN	0.20632
AES	0.28878
AFAP1	0.14735
AFAP1L1	0.09622
AFAP1L2	0.26572
AFF1	0.09740
AFF2	0.31732
AFF3	0.81091
AFF4	0.70552
AFG3L1P	0.08873
AFG3L2	0.52970
AFM	0.15202
AFMID	0.06561
AFP	0.57958
AFTPH	0.53424
AGA	0.03662
AGAP1	0.85482
AGAP10	0.08138
AGAP2	0.81690
AGAP4	0.19268
AGAP5	0.08138
AGAP6	0.11483
AGAP7	0.12633
AGAP8	0.11924
AGBL1	0.09186
AGBL2	0.14776
AGBL3	0.17645
AGBL4	0.29873
AGBL5	0.29061
AGER	0.41188
AGFG1	0.16340
AGFG2	0.15184
AGGF1	0.49572
AGK	0.18005
AGL	0.44349
AGMAT	0.10285
AGMO	0.05711
AGO1	0.08526
AGO2	0.69949
AGO3	0.15509
AGO4	0.08477
AGPAT1	0.38208
AGPAT2	0.10250
AGPAT3	0.11198
AGPAT4	0.32335
AGPAT5	0.55788
AGPAT6	0.17788
AGPAT9	0.13125
AGPS	0.51504
AGR2	0.07543
AGR3	0.13682
AGRN	0.40227
AGRP	0.70220
AGT	0.50213
AGTPBP1	0.72062
AGTR1	0.16778
AGTR2	0.64835
AGTRAP	0.11797
AGXT	0.59321
AGXT2	0.15644
AHCY	0.81482
AHCYL1	0.35527
AHCYL2	0.64769
AHDC1	0.09286
AHI1	0.15848
AHNAK	0.19089
AHNAK2	0.04780
AHR	0.43923
AHSA1	0.85170
AHSA2	0.05809
AHSG	0.47188
AHSP	0.30869
AICDA	0.13659
AIDA	0.66962
AIF1	0.67340
AIF1L	0.21141
AIFM1	0.32532
AIFM2	0.18175
AIFM3	0.14518
AIG1	0.13616
AIM1	0.36462
AIM1L	0.30654
AIM2	0.06930
AIMP1	0.09329
AIP	0.51148
AIPL1	0.13854
AIRE	0.19564
AJAP1	0.15431
AJUBA	0.11613
AK1	0.15139
AK2	0.49696
AK4	0.41612
AK4	0.41612
AK5	0.28987
AK7	0.16616
AK8	0.13923
AK9	0.20706
AKAP1	0.97835
AKAP10	0.45227
AKAP11	0.21312
AKAP12	0.40676
AKAP13	0.22240
AKAP14	0.05279
AKAP17A	0.17104
AKAP3	0.16208
AKAP4	0.11292
AKAP5	0.09171
AKAP6	0.66471
AKAP7	0.17495
AKAP8	0.11133
AKAP8L	0.09475
AKAP9	0.14649
AKIP1	0.03648
AKIRIN1	0.43663
AKIRIN2	0.88131
AKNA	0.06340
AKNAD1	0.07859
AKR1A1	0.27052
AKR1B1	0.31505
AKR1B10	0.15356
AKR1C1	0.02947
AKR1C2	0.06658
AKR1C3	0.15764
AKR1C4	0.17952
AKR1CL1	0.10616
AKR1D1	0.14370
AKR1E2	0.12644
AKR7A2	0.14182
AKR7A3	0.17750
AKT1	0.99568
AKT1S1	0.23370
AKT2	0.91994
AKT3	0.51738
AKTIP	0.58839
ALAD	0.11936
ALAS1	0.39863
ALAS2	0.80443
ALB	0.84285
ALCAM	0.73319
ALDH16A1	0.08466
ALDH18A1	0.29356
ALDH1A1	0.38428
ALDH1A2	0.42269
ALDH1A3	0.25694
ALDH1B1	0.67359
ALDH1L1	0.13532
ALDH1L2	0.20443
ALDH2	0.48585
ALDH3A1	0.38989
ALDH3A2	0.07195
ALDH3B1	0.27759
ALDH3B2	0.15065
ALDH4A1	0.72198
ALDH5A1	0.80822
ALDH6A1	0.20099
ALDH7A1	0.46546
ALDH8A1	0.11265
ALDH9A1	0.04374
ALDOA	0.30328
ALDOB	0.24770
ALDOC	0.36112
ALG1	0.10757
ALG10	0.30191
ALG10B	0.08813
ALG12	0.09456
ALG14	0.29417
ALG2	0.07226
ALG3	0.22101
ALG5	0.31928
ALG6	0.30252
ALG8	0.43977
ALG9	0.50403
ALK	0.21536
ALKBH1	0.08569
ALKBH2	0.11009
ALKBH3	0.14879
ALKBH4	0.13412
ALKBH5	0.27176
ALKBH7	0.07289
ALKBH8	0.40729
ALLC	0.11041
ALMS1	0.07684
ALOX12	0.23951
ALOX12B	0.20676
ALOX12P2	0.09427
ALOX15	0.09356
ALOX15B	0.11636
ALOX15P2	0.09427
ALOX5	0.58302
ALOX5AP	0.17153
ALOXE3	0.09931
ALPI	0.16091
ALPK1	0.13433
ALPK2	0.03572
ALPK3	0.14433
ALPL	0.45580
ALPP	0.11261
ALPPL2	0.06594
ALS2	0.23951
ALS2CL	0.14490
ALS2CR11	0.22302
ALS2CR12	0.01855
ALX1	0.65422
ALX3	0.52130
ALX4	0.78445
ALYREF	0.54930
AMBN	0.11933
AMBP	0.32112
AMBRA1	0.36907
AMD1	0.76646
AMDHD1	0.10939
AMDHD2	0.17173
AMELX	0.14574
AMELY	0.14226
AMER2	0.34447
AMER3	0.13690
AMFR	0.31726
AMH	0.34555
AMHR2	0.32915
AMICA1	0.03348
AMIGO1	0.27618
AMIGO2	0.11993
AMIGO3	0.08870
AMMECR1	0.89609
AMMECR1L	0.41124
AMN	0.08071
AMN1	0.16099
AMOT	0.37835
AMOTL1	0.32669
AMOTL2	0.08123
AMPD1	0.27146
AMPD2	0.23763
AMPD3	0.15592
AMPH	0.23196
AMT	0.39114
AMTN	0.04477
AMY1A	0.15126
AMY1B	0.17574
AMY1C	0.17026
AMY2A	0.13172
AMY2B	0.12126
AMZ1	0.19147
AMZ2	0.13213
ANAPC1	0.55585
ANAPC11	0.31540
ANAPC13	0.46769
ANAPC15	0.39459
ANAPC16	0.19730
ANAPC2	0.16054
ANAPC4	0.64914
ANAPC5	0.36079
ANAPC7	0.61718
ANG	0.19005
ANGEL1	0.21857
ANGEL2	0.09135
ANGPT1	0.27062
ANGPT2	0.43501
ANGPT4	0.08768
ANGPTL1	0.17096
ANGPTL2	0.77972
ANGPTL3	0.61076
ANGPTL4	0.06742
ANGPTL5	0.14304
ANGPTL6	0.11090
ANGPTL7	0.80276
ANK1	0.75287
ANK2	0.96488
ANK3	0.85781
ANKAR	0.24662
ANKDD1A	0.10053
ANKEF1	0.17443
ANKFN1	0.45099
ANKFY1	0.08266
ANKH	0.12170
ANKIB1	0.52768
ANKK1	0.06330
ANKLE1	0.06468
ANKLE2	0.31542
ANKMY1	0.08636
ANKMY2	0.35783
ANKRA2	0.39769
ANKRD1	0.26452
ANKRD10	0.53409
ANKRD11	0.24940
ANKRD12	0.67410
ANKRD13A	0.44603
ANKRD13B	0.61211
ANKRD13C	0.53203
ANKRD13D	0.12259
ANKRD16	0.09505
ANKRD17	0.30304
ANKRD18A	0.01878
ANKRD18B	0.02598
ANKRD18CP	0.02598
ANKRD19P	0.14222
ANKRD2	0.31371
ANKRD20A11P	0.00688
ANKRD22	0.26948
ANKRD23	0.13854
ANKRD24	0.08458
ANKRD26	0.32245
ANKRD27	0.60087
ANKRD28	0.35162
ANKRD29	0.08975
ANKRD30A	0.05405
ANKRD31	0.12894
ANKRD33	0.10423
ANKRD34A	0.13979
ANKRD34B	0.30745
ANKRD35	0.17231
ANKRD36B	0.28221
ANKRD37	0.07995
ANKRD39	0.26675
ANKRD40	0.15849
ANKRD42	0.14777
ANKRD44	0.35969
ANKRD45	0.13076
ANKRD46	0.13873
ANKRD49	0.15040
ANKRD50	0.08479
ANKRD52	0.79153
ANKRD53	0.06661
ANKRD54	0.16020
ANKRD55	0.10140
ANKRD6	0.39801
ANKRD60	0.05768
ANKRD7	0.34853
ANKRD9	0.17935
ANKS1A	0.44722
ANKS1B	0.21201
ANKS3	0.06247
ANKS4B	0.28311
ANKS6	0.13402
ANKUB1	0.36605
ANKZF1	0.32333
ANLN	0.52557
ANO1	0.29465
ANO10	0.13961
ANO2	0.23624
ANO3	0.28055
ANO4	0.33900
ANO5	0.11025
ANO6	0.18671
ANO7	0.10367
ANO8	0.23425
ANO9	0.09289
ANP32A	0.54777
ANP32B	0.82716
ANP32C	0.07530
ANP32D	0.11687
ANP32E	0.77993
ANPEP	0.21614
ANTXR1	0.51987
ANTXR2	0.29739
ANXA1	0.79692
ANXA11	0.16699
ANXA13	0.18246
ANXA2	0.37850
ANXA2R	0.03280
ANXA3	0.13359
ANXA4	0.19832
ANXA5	0.43918
ANXA6	0.09413
ANXA7	0.16467
ANXA8	0.14981
ANXA8L1	0.53040
ANXA9	0.13797
AOAH	0.08323
AOC1	0.46312
AOC2	0.35454
AOC3	0.10367
AOX1	0.15056
AP1AR	0.14777
AP1B1	0.55032
AP1G1	0.47274
AP1G2	0.10043
AP1M1	0.42033
AP1M2	0.55795
AP1S1	0.28085
AP1S2	0.74914
AP1S3	0.14506
AP2A1	0.11452
AP2A2	0.15747
AP2B1	0.71824
AP2M1	0.23681
AP2S1	0.21863
AP3B1	0.35326
AP3B2	0.28285
AP3D1	0.31495
AP3M1	0.23894
AP3M2	0.06667
AP3S1	0.53380
AP3S2	0.08187
AP4B1	0.17088
AP4E1	0.45354
AP4S1	0.16394
AP5M1	0.79554
AP5S1	0.07962
AP5Z1	0.13548
APAF1	0.11074
APBA1	0.13442
APBA2	0.25480
APBA3	0.13559
APBB1	0.21033
APBB1IP	0.09114
APBB2	0.40782
APBB3	0.47859
APC	0.53216
APC2	0.47667
APCDD1	0.21038
APCDD1L	0.44207
APCS	0.07963
APEH	0.11616
APEX1	0.90033
APEX2	0.07453
APH1A	0.09513
APH1B	0.35427
API5	0.73412
APIP	0.20908
APLF	0.05767
APLN	0.01170
APLNR	0.13024
APLP1	0.33364
APLP2	0.25600
APMAP	0.10489
APOA1	0.34295
APOA1BP	0.38712
APOA2	0.65547
APOA4	0.09504
APOA5	0.27368
APOB	0.45035
APOBEC1	0.12544
APOBEC2	0.70533
APOBEC3A	0.03694
APOBEC3B	0.11372
APOBEC3H	0.03807
APOBEC4	0.09989
APOC1	0.09440
APOC2	0.08282
APOC3	0.33135
APOC4	0.15467
APOD	0.03147
APOE	0.27537
APOF	0.24502
APOH	0.26884
APOL1	0.01629
APOL2	0.02665
APOL3	0.04356
APOL4	0.07185
APOL5	0.05935
APOLD1	0.15760
APOM	0.68759
APOO	0.37074
APOOL	0.12091
APOPT1	0.11985
APP	0.95878
APPBP2	0.77594
APPL1	0.34156
APLP2	0.14767
APRT	0.61214
APTX	0.07205
AQP1	0.70453
AQP10	0.10780
AQP11	0.12960
AQP12A	0.11518
AQP12B	0.16011
AQP2	0.22652
AQP3	0.36135
AQP4	0.27293
AQP5	0.37930
AQP6	0.07348
AQP7	0.06240
AQP7P1	0.02901
AQP7P2	0.02901
AQP8	0.06963
AQP9	0.79150
AQR	0.13918
AR	0.98848
ARAF	0.96395
ARAP1	0.24613
ARAP2	0.14993
ARAP3	0.15138
ARC	0.11599
ARCN1	0.31441
AREG	0.20226
AREGB	0.20226
AREL1	0.24429
ARF1	0.38135
ARF3	0.87350
ARF4	0.32094
ARF5	0.18785
ARF6	0.43767
ARFGAP3	0.30602
ARFGAP2	0.45415
ARFGAP3	0.12759
ARFGEF1	0.89864
ARFGEF2	0.60497
ARFIP1	0.37212
ARFIP2	0.14975
ARFRP1	0.12050
ARG1	0.65628
ARG2	0.11918
ARGFX	0.02245
ARGLU1	0.77668
ARHGAP1	0.38242
ARHGAP10	0.15341
ARHGAP11A	0.23766
ARHGAP11B	0.11527
ARHGAP12	0.59182
ARHGAP15	0.77364
ARHGAP17	0.21814
ARHGAP18	0.09701
ARHGAP19	0.57466
ARHGAP20	0.26615
ARHGAP21	0.34248
ARHGAP22	0.12203
ARHGAP23	0.32675
ARHGAP24	0.39284
ARHGAP25	0.82588
ARHGAP26	0.36857
ARHGAP27	0.17546
ARHGAP28	0.11041
ARHGAP29	0.08761
ARHGAP30	0.05654
ARHGAP33	0.40232
ARHGAP35	0.63484
ARHGAP4	0.12713
ARHGAP40	0.08879
ARHGAP5	0.23723
ARHGAP5-AS1	0.13314
ARHGAP6	0.20190
ARHGAP9	0.14121
ARHGDIA	0.10851
ARHGDIB	0.18465
ARHGDIG	0.14720
ARHGEF1	0.10869
ARHGEF10	0.21968
ARHGEF10L	0.15756
ARHGEF11	0.31017
ARHGEF12	0.47120
ARHGEF15	0.25422
ARHGEF16	0.16223
ARHGEF17	0.30241
ARHGEF18	0.10895
ARHGEF19	0.09806
ARHGEF2	0.22628
ARHGEF3	0.32682
ARHGEF39	0.09800
ARHGEF4	0.31304
ARHGEF5	0.07867
ARHGEF6	0.33163
ARHGEF7	0.22379
ARHGEF9	0.24185
ARID1A	0.54895
ARID1B	0.15152
ARID2	0.52953
ARID3A	0.33312
ARID3B	0.26646
ARID3C	0.32423
ARID4A	0.62595
ARID4B	0.65284
ARID5A	0.09671
ARID5B	0.79023
ARIH1	0.41959
ARIH2	0.06095
ARL1	0.29849
ARL10	0.34084
ARL11	0.07084
ARL13A	0.12879
ARL13B	0.06719
ARL14	0.48070
ARL14EP	0.15816
ARL15	0.61156
ARL16	0.08610
ARL2	0.33310
ARL2BP	0.04825
ARL3	0.52849
ARL4A	0.52930
ARL4C	0.67810
ARL4D	0.05933
ARL5A	0.14164
ARL5B	0.70675
ARL5B-AS1	0.97908
ARL5C	0.14337
ARL6	0.08372
ARL6IP1	0.25617
ARL6IP4	0.11852
ARL6IP5	0.21756
ARL6IP6	0.09079
ARL8A	0.08537
ARL8B	0.33304
ARL9	0.12853
ARMC1	0.21876
ARMC10	0.09028
ARMC12	0.28791
ARMC2	0.09057
ARMC3	0.15922
ARMC4	0.07694
ARMC5	0.20799
ARMC6	0.09654
ARMC7	0.06218
ARMC8	0.31859
ARMC9	0.34673
ARMCX1	0.08741
ARMCX2	0.20334
ARMCX3	0.29245
ARMCX5	0.05846
ARMCX6	0.15275
ARNT	0.28663
ARNT2	0.16608
ARNTL	0.78112
ARNTL2	0.32532
ARPC1A	0.39087
ARPC1B	0.41263
ARPC2	0.47982
ARPC3	0.39540
ARPC5	0.09161
ARPC5L	0.07894
ARR3	0.66223
ARRB1	0.26736
ARRB2	0.58827
ARRDC1	0.09209
ARRDC2	0.35560
ARRDC3	0.79620
ARRDC4	0.61153
ARRDC5	0.07853
ARSA	0.15293
ARSB	0.06229
ARSD	0.42366
ARSE	0.16729
ARSF	0.12163
ARSG	0.14635
ARSH	0.06296
ARSI	0.12230
ARSJ	0.06974
ARSK	0.04508
ART1	0.07207
ART3	0.25800
ART4	0.06743
ART5	0.19165
ARTN	0.03603
ARV1	0.10128
ARVCF	0.26337
ARX	0.82611
AS3MT	0.09060
ASAH1	0.16517
ASAH2B	0.21872
ASAP1	0.41578
ASAP2	0.15521
ASAP3	0.22465
ASB1	0.24079
ASB10	0.13858
ASB11	0.17322
ASB12	0.18204
ASB13	0.23953
ASB14	0.22215
ASB15	0.11815
ASB16	0.22798
ASB16-AS1	0.17492
ASB17	0.19852
ASB2	0.11015
ASB3	0.14210
ASB4	0.68228
ASB5	0.35517
ASB6	0.16444
ASB7	0.57199
ASB8	0.27062
ASB9	0.01584
ASCC1	0.06665
ASCC2	0.15025
ASCC3	0.37580
ASCL1	0.85612
ASCL2	0.37501
ASCL3	0.60175
ASCL4	0.08002
ASF1A	0.99427
ASF1B	0.90878
ASGR1	0.16007
ASGR2	0.18473
ASH1L	0.35554
ASH2L	0.14146
ASIC1	0.23718
ASIC2	0.10649
ASIC3	0.03659
ASIC4	0.35620
ASIC5	0.10814
ASIP	0.46657
ASL	0.08654
ASMT	0.09450
ASMTL	0.09069
ASNA1	0.39047
ASNS	0.47881
ASNSD1	0.05116
ASPA	0.41320
ASPH	0.09780
ASPHD1	0.12683
ASPHD2	0.16318
ASPM	0.34412
ASPN	0.77853
ASPRV1	0.18328
ASRGL1	0.09435
ASS1	0.48724
ASTE1	0.13505
ASTL	0.08019
ASTN1	0.12514
ASTN2	0.28632
ASUN	0.64237
ASXL1	0.14735
ASXL2	0.33803
ASXL3	0.10816
ASZ1	0.11526
ATAD1	0.35103
ATAD2	0.42398
ATAD2B	0.90276
ATAD3A	0.30120
ATAD3B	0.08529
ATAD3C	0.16989
ATAD5	0.36789
ATAT1	0.07758
ATCAY	0.19898
ATE1	0.36448
ATF1	0.89892
ATF2	0.88198
ATF3	0.44816
ATF4	0.12249
ATF5	0.54803
ATF6	0.24087
ATF6B	0.21760
ATF7	0.26951
ATF7IP	0.67749
ATF7IP2	0.06581
ATG10	0.06588
ATG12	0.10345
ATG13	0.34196
ATG14	0.29828
ATG16L1	0.24630
ATG16L2	0.08065
ATG2A	0.19577
ATG2B	0.31648
ATG3	0.34371
ATG4A	0.23305
ATG4C	0.12912
ATG4D	0.15091
ATG5	0.36057
ATG7	0.10213
ATG9A	0.16507
ATG9B	0.08155
ATHL1	0.11348
ATIC	0.86437
ATL1	0.58111
ATL2	0.50505
ATM	0.17033
ATMIN	0.57860
ATN1	0.48946
ATOH1	0.76824
ATOH7	0.71262
ATOH8	0.56852
ATOX1	0.08373
ATP10A	0.11760
ATP10B	0.14291
ATP10D	0.05559
ATP11A	0.22056
ATP11B	0.22960
ATP11C	0.47993
ATP12A	0.12819
ATP13A1	0.19052
ATP13A2	0.15955
ATP13A3	0.77644
ATP13A4	0.08132
ATP13A5	0.08819
ATP1A1	0.70086
ATP1A2	0.53654
ATP1A3	0.93219
ATP1A4	0.11816
ATP1B1	0.38527
ATP1B2	0.25555
ATP1B3	0.38429
ATP1B4	0.17751
ATP2A1	0.78274
ATP2A2	0.26556
ATP2A3	0.12887
ATP2B1	0.93195
ATP2B4	0.69922
ATP2B3	0.36639
ATP2B4	0.39529
ATP2C1	0.90393
ATP2C2	0.14491
ATP4A	0.07834
ATP4B	0.11926
ATP5A1	0.27304
ATP5B	0.85270
ATP5C1	0.31179
ATP5D	0.19494
ATP5E	0.26372
ATP5F1	0.41626
ATP5G1	0.54109
ATP5G2	0.68553
ATP5G3	0.22266
ATP5H	0.08883
ATP5I	0.68055
ATP5J	0.03388
ATP5J2	0.12212
ATP5L	0.04786
ATP5O	0.08128
ATP5S	0.06361
ATP5SL	0.04463
ATP6AP1	0.07505
ATP6AP2	0.15953
ATP6V0A1	0.44599
ATP6V0A2	0.25637
ATP6V0A4	0.23229
ATP6V0B	0.36214
ATP6V0C	0.15716
ATP6V0D1	0.18002
ATP6V0D2	0.26682
ATP6V0E1	0.17120
ATP6V1A	0.25905
ATP6V1B1	0.16583
ATP6V1B2	0.82107
ATP6V1C1	0.31459
ATP6V1C2	0.13413
ATP6V1D	0.30739
ATP6V1E1	0.17870
ATP6V1E2	0.13930
ATP6V1F	0.10770
ATP6V1G1	0.15510
ATP6V1G2	0.13180
ATP6V1G3	0.09616
ATP6V1H	0.13691
ATP7A	0.21692
ATP7B	0.30819
ATP8A1	0.79910
ATP8A2	0.33216
ATP8B1	0.14419
ATP8B2	0.36637
ATP8B3	0.07662
ATP8B4	0.10236
ATP9A	0.13853
ATP9B	0.24270
ATPAF1	0.20480
ATPAF2	0.14597
ATPIF1	0.12984
ATR	0.81267
ATRAID	0.05596
ATRN	0.27789
ATRNL1	0.59947
ATXN1	0.97273
ATXN10	0.16218
ATXN2	0.90140
ATXN2L	0.45112
ATXN3	0.15932
ATXN3L	0.20889
ATXN7	0.40116
ATXN7L1	0.93840
ATXN7L2	0.26286
ATXN7L3	0.69497
AUH	0.13140
AUNIP	0.24641
AUP1	0.38699
AURKA	0.85128
AURKAIP1	0.06072
AURKB	0.84245
AURKC	0.07295
AUTS2	0.83083
AVEN	0.07537
AVIL	0.10761
AVL9	0.20914
AVP	0.32884
AVPI1	0.04592
AVPR1A	0.11241
AVPR1B	0.09061
AVPR2	0.17911
AWAT1	0.23575
AWAT2	0.03656
AXDND1	0.07633
AXIN1	0.28628
AXIN2	0.32472
AXL	0.31627
AZGP1	0.05989
CEP131	0.11345
AZI2	0.47993
AZIN1	0.69128
AZU1	0.11563
B2M	0.14687
B3GALNT1	0.76346
B3GALNT2	0.09259
B3GALT1	0.21113
B3GALT2	0.28757
B3GALT4	0.14986
B3GALT5	0.08594
B3GALT6	0.15263
B3GALTL	0.22185
B3GAT1	0.72670
